ra,dec,z,c_par,fracDeV_r,velDisp,abs_model_mag_u,abs_model_mag_g,abs_model_mag_r,abs_model_mag_i,abs_model_mag_z,abs_petro_mag_u,abs_petro_mag_g,abs_petro_mag_r,abs_petro_mag_i,abs_petro_mag_z,color_u_r,color_g_r,mu_sup,petroR50_r,petroR90_r
129.384155,55.2513428,4.54847105E-02,3.31179786,1.00000000,152.511505,-17.4214096,-19.2461700,-20.0647926,-20.4355202,-20.7283096,-17.3628483,-19.2090206,-20.0210819,-20.3752289,-20.6123295,2.64338303,0.818622589,19.8123856,1.54186118,5.10633278
175.581207,67.7867432,4.06083092E-02,2.31035209,0.496699214,0.00000000,-18.4635639,-19.6111736,-20.0348320,-20.2847404,-20.3707886,-17.6392651,-19.0450630,-19.5337925,-19.6855297,-19.4925671,1.57126808,0.423658371,22.8343792,5.13423395,11.8618879
166.933670,66.5323486,4.30445485E-02,2.46006608,0.613945723,55.8318710,-16.3473053,-17.8652096,-18.5780926,-18.8903656,-19.0919113,-16.3628845,-17.9203396,-18.6338215,-18.9599953,-19.0746918,2.23078728,0.712882996,20.4523849,1.12065649,2.75688887
128.722137,52.8042908,4.41630818E-02,1.89356947,0.352390587,100.126404,-18.8685760,-20.3328266,-21.0478554,-21.4030361,-21.6965637,-19.0025272,-20.4080963,-21.0575161,-21.4041748,-21.5651035,2.17927933,0.715028763,21.1345215,4.56101036,8.63659000
119.187401,44.0935516,4.83758003E-02,2.60122800,0.441591114,67.4312210,-16.9349060,-18.6643581,-19.4790936,-19.8263435,-20.1001511,-16.7393379,-18.7105694,-19.5295734,-19.8349228,-20.0895691,2.54418755,0.814735413,20.7739372,1.90020430,4.94286442
131.770966,53.6262856,4.68326807E-02,3.20229769,1.00000000,204.826797,-18.2243958,-20.1050396,-20.9594574,-21.3560600,-21.6395798,-18.2427254,-20.0597305,-20.8838367,-21.2787819,-21.5116806,2.73506165,0.854417801,19.2624435,1.79454327,5.74666166
135.238037,55.1017609,4.86968383E-02,2.48047137,0.362303287,51.4661484,-16.9633522,-18.6545353,-19.4588070,-19.8663406,-20.1343040,-17.1500130,-18.7710152,-19.5404663,-19.9547520,-20.1129551,2.49545479,0.804271698,21.0716667,2.24086475,5.55840111
123.716393,45.5086021,4.12741713E-02,2.04476523,0.00000000,0.00000000,-17.5546188,-18.4896450,-18.8145943,-18.9952431,-19.0914822,-17.5104980,-18.4849052,-18.7565651,-18.9332829,-18.8091011,1.25997543,0.324949265,21.9710217,2.28514171,4.67257786
158.412643,61.5013618,2.99114604E-02,2.91526580,1.00000000,147.373795,-17.5241966,-19.3196125,-20.1320744,-20.5330925,-20.8391533,-17.4981670,-19.2121124,-20.0150661,-20.3935413,-20.6730232,2.60787773,0.812461853,18.8274765,1.03599679,3.02020597
135.224258,55.0360985,4.55791987E-02,3.10113215,1.00000000,98.6738129,-16.9666519,-18.7506657,-19.5540600,-19.9339104,-20.1994896,-17.1988220,-18.7294369,-19.5144596,-19.8747902,-20.0662384,2.58740807,0.803394318,20.2883854,1.55283797,4.81555557
139.921844,55.5737839,4.74212803E-02,2.45854425,0.00000000,22.4333992,-17.4583740,-18.7307014,-19.2788258,-19.5767822,-19.8306561,-17.2712555,-18.6771412,-19.2389565,-19.5238113,-19.7211857,1.82045174,0.548124313,21.5005245,2.34956121,5.77650023
172.898178,-1.86371899,4.05793898E-02,2.23833823,0.00000000,58.8104706,-17.7809601,-19.0782719,-19.6786747,-19.9986515,-20.2590332,-17.5250702,-19.0429516,-19.6059647,-19.8633022,-19.8286419,1.89771461,0.600402832,21.9520035,3.47723389,7.78322601
222.727417,2.76620295E-02,4.30462994E-02,1.98124194,0.00000000,71.7556610,-17.2638702,-18.8478451,-19.6521645,-20.0187492,-20.1313610,-17.1329498,-18.7524662,-19.5820351,-19.9382191,-19.9347610,2.38829422,0.804319382,21.2026539,2.37616777,4.70776367
245.683502,-0.681486487,4.42944691E-02,2.89921951,0.882626116,109.973198,-17.6058273,-19.3613453,-20.2241802,-20.5912323,-20.9311256,-17.7010078,-19.2692127,-20.0953197,-20.4493427,-20.7491646,2.61835289,0.862834930,19.9779816,1.62049365,4.69816685
245.684647,-0.630943716,4.42969985E-02,2.14013815,0.00000000,45.1133499,-16.9627190,-18.7343998,-19.5604725,-19.9598198,-20.2665977,-16.6382103,-18.7403088,-19.5316715,-19.8638496,-20.1521263,2.59775352,0.826072693,21.7956047,2.87530041,6.15353966
221.585968,-1.08889627,2.90047694E-02,2.73863697,0.707364321,0.00000000,-17.9780350,-18.4154797,-18.3010159,-18.2191887,-18.1874199,-17.6544762,-18.1762791,-18.0932331,-18.0444069,-17.7496796,0.322980881,-0.114463806,20.9347763,1.08455873,2.97021270
210.816177,41.6037674,3.44225317E-02,2.50513172,0.230506495,51.3021698,-18.4250679,-19.1751976,-19.4927864,-19.6715393,-19.8292408,-18.4206085,-19.2156467,-19.5211067,-19.6904392,-19.8133717,1.06771851,0.317588806,19.6775436,1.19449544,2.99236870
195.646835,43.7278442,3.74325104E-02,1.97860622,0.00000000,0.00000000,-17.1455517,-18.2874699,-18.7979870,-19.0356808,-19.1684551,-16.9896221,-18.1876793,-18.7464771,-18.9193306,-19.0171356,1.65243530,0.510517120,22.0753193,2.52392697,4.99385786
177.372437,44.0862007,4.24171016E-02,2.06829906,0.356728792,76.2485580,-17.8104134,-18.7200241,-19.0473938,-19.2314892,-19.3548870,-18.0795536,-18.8952141,-19.1181736,-19.2469997,-19.2862968,1.23698044,0.327369690,22.5558987,3.69329476,7.63883829
172.899155,43.1305618,4.47394811E-02,2.82206559,1.00000000,135.883301,-17.9877872,-19.8241653,-20.6545010,-21.0157490,-21.3033562,-18.0063763,-19.8056545,-20.6443501,-21.0186291,-21.2818565,2.66671371,0.830335617,19.8279343,2.09106493,5.90112257
222.709869,39.2062187,3.20038311E-02,2.20184159,1.58119891E-02,102.573502,-17.3538361,-18.4095173,-18.8218365,-19.0244160,-19.1321335,-17.3927860,-18.3859768,-18.7885551,-18.9507675,-18.9860229,1.46800041,0.412319183,22.2877941,2.88022304,6.34179497
165.672974,44.0627365,2.47853901E-02,2.91136551,0.962432027,0.00000000,-16.4944153,-17.4839973,-17.9164677,-18.1258755,-18.2900200,-16.2096367,-17.2648487,-17.7572975,-17.9870358,-18.1202698,1.42205238,0.432470322,20.9677315,0.988233745,2.87710953
155.886322,41.9727669,4.63408194E-02,2.48321915,0.216107100,12.9022102,-17.4259224,-18.4748821,-18.8880482,-19.1503105,-19.2334442,-17.3796120,-18.4320011,-18.8980770,-19.1418381,-19.1897011,1.46212578,0.413166046,22.1726246,2.79021668,6.92871904
165.659561,43.5785332,2.71239392E-02,2.48965883,2.99890898E-02,53.3818016,-16.0662727,-17.3162994,-17.9442196,-18.2979698,-18.5395527,-16.3536224,-17.3142090,-17.8977890,-18.2382603,-18.5393524,1.87794685,0.627920151,21.7239208,1.48623049,3.70020676
146.744766,38.5518494,2.74253208E-02,2.17144680,0.00000000,71.2579269,-18.2421417,-19.5435867,-20.1291142,-20.4248466,-20.5950241,-18.2563400,-19.5578175,-20.0601139,-20.3407555,-20.3282242,1.88697243,0.585527420,22.1253433,4.81388855,10.4531021
147.912247,38.4881363,4.08175811E-02,2.15300894,0.221077904,87.7349167,-19.0495987,-20.2706165,-20.7560406,-21.0279999,-21.2088623,-19.0907574,-20.3277836,-20.8037701,-21.0798378,-21.2597923,1.70644188,0.485424042,21.0702572,4.05567360,8.73190117
177.364120,44.2535973,3.53746191E-02,2.29590511,5.45511395E-02,0.00000000,-17.6489449,-18.5664921,-18.9132595,-19.1001740,-19.1973763,-17.6621628,-18.5361309,-18.8617802,-18.9873657,-19.1964149,1.26431465,0.346767426,22.3431168,3.01343441,6.91855955
222.332916,37.5434113,2.82736700E-02,2.08556199,0.00000000,663.715271,-16.5503922,-17.4472828,-17.8704624,-18.0560760,-18.1791840,-16.4972229,-17.2734127,-17.7658329,-17.8805389,-17.9812317,1.32007027,0.423179626,23.2476883,2.82072568,5.88279867
173.932617,43.5273743,3.23199518E-02,2.50703573,0.669702172,53.9710503,-17.2914085,-18.2789135,-18.6295719,-18.7918549,-18.8989143,-17.1565208,-18.0980816,-18.4900188,-18.6547775,-18.7781143,1.33816338,0.350658417,20.4296265,1.04981411,2.63192153
123.686386,46.4149666,4.93047610E-02,1.94336426,0.432104200,95.1963730,-19.5944328,-20.4724979,-20.9434090,-21.2437229,-21.4555626,-19.7303429,-20.6111088,-20.9634304,-21.2501030,-21.3173428,1.34897614,0.470911026,21.6642227,5.40674925,10.5072842
123.823372,45.8931198,4.11592014E-02,2.25081468,0.00000000,32.5929489,-17.1006241,-19.0119953,-19.5385723,-19.8144646,-20.0426788,-15.7945251,-18.9861240,-19.4975605,-19.7579536,-19.8080177,2.43794823,0.526576996,22.0269909,3.31928682,7.47109938
123.665123,45.6578445,3.99096906E-02,2.51336408,0.583577871,86.8900833,-18.2167435,-19.6987629,-20.4332180,-20.7905693,-21.0778332,-17.9315643,-19.4158230,-20.1700592,-20.5098419,-20.8066730,2.21647453,0.734455109,20.8638992,2.64786172,6.65504074
259.075348,57.3749084,3.25974189E-02,2.59465885,0.689521372,66.2563782,-16.7731400,-18.3652058,-19.0976849,-19.4295998,-19.6695137,-16.5934181,-18.2280178,-18.9673176,-19.2968788,-19.4985619,2.32454491,0.732479095,19.8920021,1.01742792,2.63987803
259.099945,57.4227180,2.93042604E-02,1.85411954,0.00000000,99.2970963,-16.8316307,-17.9714985,-18.7418766,-19.1642647,-19.4865685,-16.7093391,-17.9132671,-18.7034283,-19.1394577,-19.4664268,1.91024590,0.770378113,18.9442730,0.585022628,1.08470190
259.120239,57.7816277,3.06412298E-02,2.59855533,0.615764976,44.6310005,-16.9689980,-18.5943394,-19.3484898,-19.6781425,-19.9328957,-16.7519493,-18.4147778,-19.1843472,-19.5249138,-19.6877956,2.37949181,0.754150391,20.3184223,1.36617768,3.55008817
257.833832,56.9913063,3.11170705E-02,2.32934117,0.00000000,25.3792496,-17.5054512,-18.7716007,-19.3335018,-19.6476326,-19.9133110,-17.3224621,-18.7480507,-19.3210430,-19.6347122,-19.7994099,1.82805061,0.561901093,21.2198811,2.22981024,5.19398880
121.756935,45.7081490,4.93760407E-02,2.52817845,0.403084606,105.774200,-19.2321205,-20.7433109,-21.4882565,-21.8404198,-22.1127033,-19.4691010,-20.8569889,-21.5586166,-21.9007988,-22.1350727,2.25613594,0.744945526,20.3850689,3.97343135,10.0455437
134.866989,54.0741348,3.56280096E-02,2.80450010,0.499120504,69.2266769,-16.0079823,-17.5568638,-18.4640331,-18.9354706,-19.3549767,-16.3605804,-17.7043743,-18.5382710,-18.9640884,-19.3522873,2.45605087,0.907169342,20.9180222,1.34686768,3.77729034
127.668991,48.7997398,4.90307584E-02,2.38342047,0.499562204,115.631500,-17.5281639,-19.2800083,-20.0582695,-20.4529572,-20.7437153,-17.6654835,-19.3585186,-20.1196499,-20.5050163,-20.7023163,2.53010559,0.778261185,20.4606380,2.15407181,5.13405848
172.186462,-1.41085100,4.70961705E-02,2.63110447,0.412308902,0.00000000,-18.2047024,-19.0166607,-19.1753788,-19.3929577,-19.4191265,-18.2734127,-19.0317593,-19.2591286,-19.4680386,-19.2921162,0.970676422,0.158718109,21.3438168,2.21456861,5.82676172
30.5883350,14.1334219,4.42833118E-02,2.73734736,0.587637126,50.9739189,-17.5337410,-19.0271034,-19.7371082,-20.0778294,-20.2915955,-17.1121407,-18.7447739,-19.4844685,-19.8580894,-20.0019455,2.20336723,0.710004807,20.9403133,1.92347181,5.26521063
187.705826,0.745081782,2.28685495E-02,2.45316935,1.92276407E-02,0.00000000,-15.7366590,-17.0877686,-17.7704792,-18.0947800,-18.3454189,-16.1157589,-17.1286392,-17.7883205,-18.0983410,-18.3002682,2.03382015,0.682710648,22.3217373,1.85325563,4.54635000
166.875061,0.784246743,4.00813110E-02,2.62752676,0.961700678,0.00000000,-16.4771347,-18.0344143,-18.7048378,-19.0279808,-19.3068886,-17.8201046,-19.2150345,-19.8146591,-20.0678120,-20.1521492,2.22770309,0.670423508,24.2887249,11.0760498,29.1026192
157.866364,0.225271195,2.85985898E-02,2.07728171,0.109692402,77.8480988,-16.7975960,-17.7198734,-18.0412121,-18.2146492,-18.3006096,-16.7296867,-17.6893444,-18.0710926,-18.1691856,-18.2130966,1.24361610,0.321338654,22.2473125,1.93769991,4.02514887
150.597458,0.254338741,4.37393486E-02,2.35539317,6.81334510E-02,0.00000000,-18.0176544,-18.8203602,-19.0618076,-19.2643070,-19.3345699,-17.8780651,-18.8511715,-19.1165581,-19.3209782,-19.4897614,1.04415321,0.241447449,21.5583363,2.29626250,5.40860081
226.702591,0.856863260,2.95848902E-02,2.40966296,0.465862095,112.247101,-17.8388748,-19.0676765,-19.7963963,-20.1375732,-20.4265842,-17.8687840,-19.1219673,-19.8332157,-20.1669426,-20.4366035,1.95752144,0.728719711,19.3332157,1.13635576,2.73823452
187.716690,0.527231872,2.32695602E-02,2.43662858,0.00000000,50.8676682,-16.6704845,-17.8572693,-18.5369072,-18.8716049,-19.1151466,-16.8543549,-17.9242287,-18.5431061,-18.8329735,-19.0415077,1.86642265,0.679637909,22.0685253,2.33752418,5.69567823
226.726974,0.183161944,3.41904685E-02,2.81304955,0.791029692,52.3789597,-16.1180973,-17.8645058,-18.6233082,-19.0038815,-19.2389755,-15.9304380,-17.6207066,-18.3798885,-18.7904930,-18.9543247,2.50521088,0.758802414,20.5196762,1.00103760,2.81596804
210.517242,-1.20783687,2.45498307E-02,2.54319167,0.117224097,0.00000000,-15.7841091,-16.9547787,-17.5723286,-17.9055824,-18.1917419,-15.7577095,-17.0312595,-17.6701488,-17.9577217,-18.3154335,1.78821945,0.617549896,21.8807526,1.39537680,3.54871035
246.782074,-0.492431551,4.61916104E-02,2.83008814,0.653366923,143.845993,-19.3396149,-20.9136219,-21.7181034,-22.1220207,-22.4232273,-19.4896450,-20.7738724,-21.5138226,-21.9065304,-22.1475983,2.37848854,0.804481506,20.3144035,3.66782451,10.3802671
217.475815,52.6656761,4.53771912E-02,2.54275918,0.223456398,39.9983902,-16.6253014,-18.3533649,-19.1344242,-19.4717560,-19.7430191,-16.9487228,-18.3477116,-19.1839848,-19.5047150,-19.7987480,2.50912285,0.781059265,21.2801743,2.11448693,5.37663078
216.989792,52.3483353,4.76232097E-02,3.36196113,1.00000000,199.077606,-18.9388123,-20.7945881,-21.6300831,-22.0211601,-22.2872620,-19.0411606,-20.7449970,-21.5561123,-21.9389305,-22.1572914,2.69127083,0.835494995,19.7009983,3.04086399,10.2232656
228.545456,50.0368652,3.68727110E-02,1.86553085,0.00000000,77.8998032,-17.5706615,-18.9937954,-19.6544228,-19.9742832,-20.2306995,-17.5766811,-18.9063454,-19.5648823,-19.8855820,-20.1072197,2.08376122,0.660627365,21.7447166,3.17241120,5.91823149
196.814438,58.1067505,2.87092794E-02,2.03115821,1.04923500E-02,0.00000000,-16.7371216,-17.8537731,-18.2812595,-18.4859200,-18.5709839,-17.0186996,-17.8117046,-18.2093792,-18.4431419,-18.5102959,1.54413795,0.427486420,22.6013660,2.56106973,5.20193815
246.296158,37.9747467,2.86067706E-02,2.63550282,0.925382376,189.896103,-16.9853916,-18.7279491,-19.5164509,-19.8871574,-20.1938210,-16.9459019,-18.6564293,-19.4458027,-19.8055077,-20.0937214,2.53105927,0.788501740,18.6089497,0.721143782,1.90057659
217.483688,53.9247971,4.18378599E-02,2.76484227,0.917977214,64.4275436,-16.5758228,-18.1365299,-18.8906422,-19.2297993,-19.4564342,-16.4196720,-18.0465298,-18.7989521,-19.1409492,-19.4312840,2.31481934,0.754112244,20.5937824,1.30506146,3.60828924
218.428635,52.8963852,4.57900800E-02,1.84422910,0.491526812,179.098999,-12.6113634,-10.8142328,-21.1472569,-12.8795013,-13.6151972,-18.0429630,-5.13008404,-21.4430180,-7.20809174,-7.28858662,8.53589344,10.3330240,24.1914997,22.9343929,42.2962723
218.429596,52.8974686,4.57827188E-02,2.15061855,0.590843916,98.1539917,-18.0897961,-19.2908115,-19.9396763,-20.4603462,-20.9220848,-17.9979172,-19.6684513,-19.6454372,-20.2518768,-20.8925858,1.84988022,0.648864746,20.7745686,2.07772017,4.46838379
218.401001,53.0125999,4.74064611E-02,3.21878266,1.00000000,186.796204,-17.7869873,-19.6618252,-20.4920940,-20.8632812,-21.1554680,-17.6672363,-19.5942669,-20.4053440,-20.7726326,-21.0135479,2.70510674,0.830268860,19.5286026,1.65670216,5.33256435
206.093384,55.9512901,3.81286815E-02,2.94088459,0.264451593,114.133904,-17.8895683,-19.6419754,-20.4940891,-20.9265671,-21.2566299,-18.1557884,-19.6880550,-20.5359898,-20.9686890,-21.2834797,2.60452080,0.852113724,20.6864853,3.05107164,8.97284985
133.328445,57.0701370,2.60616392E-02,2.46775007,0.103071101,0.00000000,-17.2617416,-18.2679501,-18.7000942,-18.8948212,-19.0408363,-17.0496101,-18.1961498,-18.6491032,-18.7367325,-18.5911369,1.43835258,0.432144165,22.3762836,2.74049497,6.76285601
179.146652,66.6819305,4.60083112E-02,3.39205456,1.00000000,141.825607,-18.7544651,-20.4224262,-21.1919174,-21.5378761,-21.8057499,-18.7951355,-20.3712864,-21.1218166,-21.4707069,-21.7533188,2.43745232,0.769491196,19.9487228,2.79251909,9.47237682
131.848724,53.8679008,4.47224900E-02,2.79637527,0.801738977,43.2795296,-16.7431068,-18.5299778,-19.3063908,-19.6492157,-19.9050674,-16.7424965,-18.3559361,-19.1324902,-19.4312630,-19.6986008,2.56328392,0.776412964,20.8717346,1.68715656,4.71792269
133.314972,54.0389252,4.13623601E-02,2.35823488,9.01147872E-02,40.4003296,-17.0509281,-18.4884853,-19.1406021,-19.4953041,-19.7518063,-17.0530891,-18.4832058,-19.1233921,-19.4546337,-19.7333965,2.08967400,0.652116776,20.7971897,1.64382577,3.87652731
137.019272,55.6927376,4.55057882E-02,3.29248571,1.00000000,170.008698,-18.5650215,-20.3463192,-21.1430168,-21.5391045,-21.8366241,-18.5867004,-20.2529678,-21.0227566,-21.4030228,-21.6612549,2.57799530,0.796697617,19.3543110,2.00880170,6.61395121
123.619781,46.3002167,4.93470505E-02,2.40722871,7.31710121E-02,53.4034882,-17.5298729,-19.0388737,-19.7628708,-20.1625767,-20.4651146,-17.4400845,-19.0187550,-19.7533512,-20.1599064,-20.2490864,2.23299789,0.723997116,20.9995556,2.29009366,5.51277924
233.292603,54.2289162,2.92822607E-02,3.19176364,0.961472094,78.4257507,-18.6235046,-19.8345833,-20.3858395,-20.6524849,-20.9040222,-18.7396450,-19.8601227,-20.2677097,-20.5051842,-20.6695442,1.76233482,0.551256180,20.7579670,2.80452394,8.95137691
259.032623,57.5229149,4.98581193E-02,2.00805712,0.00000000,0.00000000,-18.1350441,-19.0880375,-19.5090122,-19.7392406,-19.8777027,-18.1589451,-19.0766182,-19.4438629,-19.6685505,-19.8402309,1.37396812,0.420974731,21.7750263,2.89902115,5.82139969
144.155777,59.4128761,4.08888310E-02,2.59545732,0.125759095,59.8724403,-17.9565201,-18.9567394,-19.2896461,-19.5109711,-19.6700706,-18.0316887,-18.9625988,-19.3039265,-19.4953213,-19.6556225,1.33312607,0.332906723,20.8880138,1.86594808,4.84298849
137.029297,55.2787971,4.77656014E-02,1.84458542,0.113055401,41.4895592,-18.9024220,-20.0581341,-20.4516811,-20.6969223,-20.8558731,-19.0138435,-20.0244045,-20.3959904,-20.5985909,-20.6299133,1.54925919,0.393547058,22.0976315,5.33102274,9.83352661
139.817169,55.5770531,4.77484800E-02,3.14410925,1.00000000,142.369705,-17.7084484,-19.4367275,-20.2315807,-20.5946712,-20.8869190,-17.8074379,-19.3717079,-20.1471004,-20.5185699,-20.7614193,2.52313232,0.794853210,20.5632286,2.31663299,7.28374767
139.817490,55.4341621,4.77102995E-02,2.14982700,0.304019690,75.0678406,-18.5487251,-19.9652462,-20.5671635,-20.8618927,-21.1080360,-18.5620041,-19.9953060,-20.5731144,-20.8460236,-21.0356560,2.01843834,0.601917267,21.1128750,3.62794590,7.79945660
173.357803,-1.27270830,4.61892709E-02,2.23101783,0.00000000,51.1950302,-17.3727760,-18.6407261,-19.2744465,-19.6005936,-19.8205566,-17.3567429,-18.6080570,-19.2650738,-19.5781631,-19.7944183,1.90167046,0.633720398,20.9703197,1.87489510,4.18292475
176.789398,-2.53292346,4.56174612E-02,2.55476165,0.120394900,0.00000000,-17.8975258,-18.9438725,-19.2851906,-19.4903393,-19.5887432,-18.0965557,-18.9451332,-19.2159405,-19.3866501,-19.5996628,1.38766479,0.341318130,22.1335182,3.14566875,8.03643417
33.3970261,13.3704605,4.21075784E-02,2.46614766,0.255802214,108.705704,-17.2042255,-18.9226589,-19.7929363,-20.2635117,-20.6842613,-17.2098064,-18.9813404,-19.7900162,-20.2385216,-20.5886707,2.58871078,0.870277405,21.5975285,2.95675659,7.29179811
33.4069328,13.4615355,4.19884995E-02,3.24230504,1.00000000,179.359207,-18.8854332,-20.7004414,-21.5237980,-21.8872280,-22.1791000,-18.7692738,-20.5839291,-21.4113464,-21.7854462,-22.0593300,2.63836479,0.823356628,19.2245865,2.09742689,6.80049801
152.443054,1.21233797,4.42672111E-02,2.84972668,0.998003006,57.7338905,-16.8351898,-18.3339481,-18.9801502,-19.2836246,-19.5489712,-16.8373795,-18.2487183,-18.8897514,-19.2223740,-19.4826927,2.14496040,0.646202087,20.6850910,1.36887550,3.90092087
190.050842,0.695671856,4.63410206E-02,3.33924460,1.00000000,210.086502,-18.8445930,-20.7087936,-21.5687141,-21.9467697,-22.2424259,-18.8549538,-20.6519947,-21.4785252,-21.8658981,-22.1460762,2.72412109,0.859920502,19.6524868,2.85310864,9.52722740
161.767075,-9.19875279E-02,3.93756703E-02,3.14370060,1.00000000,161.057404,-17.0591049,-18.7934418,-19.6086578,-19.9539375,-20.2667999,-17.1502647,-18.7857323,-19.5511780,-19.9143963,-20.2068977,2.54955292,0.815216064,19.6027718,1.13775611,3.57676458
150.441208,-0.154485062,3.32039818E-02,2.79234672,0.828503489,75.8990021,-16.7061977,-18.3432274,-19.0544643,-19.3761520,-19.6554737,-16.6970673,-18.2147675,-18.9128227,-19.2156410,-19.4334641,2.34826660,0.711236954,20.3057480,1.18872166,3.31932282
160.732605,-0.928158879,2.63702404E-02,2.35426354,0.00000000,0.00000000,-16.5969810,-17.5709286,-17.8958988,-18.0559883,-18.1543159,-16.7218704,-17.5853405,-17.8370686,-17.9695511,-18.1507034,1.29891777,0.324970245,21.9360371,1.53297234,3.60902095
153.531677,-0.874336302,4.71464992E-02,3.01455688,0.965676188,91.9632034,-17.7679348,-19.4857807,-20.2544670,-20.5764923,-20.8541832,-17.6113853,-19.3939304,-20.1410465,-20.4541130,-20.7596626,2.48653221,0.768686295,19.8750706,1.66522861,5.01992607
233.293472,0.490755856,3.69627811E-02,3.17783737,1.00000000,185.590805,-18.2202263,-20.1036701,-20.9553585,-21.3498268,-21.6628151,-18.2559547,-19.9736805,-20.8044682,-21.1867371,-21.4792557,2.73513222,0.851688385,19.7919979,2.17111516,6.89945126
208.279480,0.442181408,2.50000209E-02,2.93110347,0.964772224,43.8286514,-17.4329548,-18.3376102,-18.6874008,-18.8585243,-19.0146790,-17.2900333,-18.2246113,-18.5677319,-18.7313957,-18.8697395,1.25444603,0.349790573,20.1316528,0.941362858,2.75923228
158.004303,39.3265343,4.31548990E-02,2.05141282,2.00864505E-02,850.000000,-17.3723793,-18.4200821,-18.7917786,-19.0197830,-19.0986443,-17.4071388,-18.3811531,-18.7605286,-18.9335232,-18.9606152,1.41939926,0.371696472,22.0360126,2.47165918,5.07039309
155.473953,38.6070061,4.92185093E-02,2.50011301,0.547873080,81.4509735,-16.5528812,-18.2732735,-19.0260715,-19.3671322,-19.5966797,-16.5467815,-18.3421135,-19.0804119,-19.3932304,-19.5873184,2.47319031,0.752798080,20.5341015,1.41060090,3.52666187
145.534836,35.2780075,4.25809212E-02,2.26704955,0.00000000,37.6234398,-17.6045933,-18.8687019,-19.4297504,-19.7711487,-20.0418186,-17.7754517,-18.8902626,-19.4115620,-19.7588692,-19.9828281,1.82515717,0.561048508,20.7562046,1.85746598,4.21096706
145.534302,34.8894386,4.21651006E-02,2.96075010,0.786670089,89.0996628,-18.3102818,-19.4144745,-19.9566154,-20.2576027,-20.4795475,-18.1055527,-19.2270336,-19.7945766,-20.1012917,-20.3074493,1.64633369,0.542140961,19.8172474,1.44050431,4.26497364
160.719971,38.7207718,3.59745696E-02,2.98604345,1.00000000,54.3600998,-18.5850601,-19.6269722,-20.1394577,-20.4294701,-20.6186142,-18.3413811,-19.5025120,-20.0328884,-20.3352795,-20.5241528,1.55439758,0.512485504,19.5808372,1.45357883,4.34044933
198.070053,46.4077034,3.92464697E-02,2.37660336,0.281242907,41.5126991,-19.3675594,-20.5463924,-20.8902111,-21.0556431,-21.1972427,-19.1788387,-20.5507145,-20.9124012,-21.0866547,-21.1592827,1.52265167,0.343818665,21.0487251,4.25484514,10.1120787
176.891220,47.6969223,2.59625707E-02,2.12012172,0.00000000,44.9323006,-18.5352707,-19.5840549,-20.0176716,-20.2588234,-20.4416351,-18.5847015,-19.5986767,-20.0087528,-20.2146034,-20.3629532,1.48240089,0.433616638,20.6500530,2.37925434,5.04430914
223.080902,-0.269212633,4.35137600E-02,2.83711100,0.549704313,99.8232422,-18.2239323,-19.4953861,-20.1531296,-20.4853516,-20.7576809,-17.8703308,-19.2556763,-19.9489784,-20.2669601,-20.5138092,1.92919731,0.657743454,19.9648991,1.57746840,4.47545242
223.083191,-0.225811645,4.44629118E-02,2.00259662,3.86562608E-02,15.7237597,-18.1696815,-19.4040546,-19.8552570,-20.0743294,-20.1935577,-17.9874916,-19.3429012,-19.8210468,-20.0454712,-20.0257797,1.68557549,0.451202393,21.9407196,3.69057512,7.39073277
181.293015,6.28673935,3.77486087E-02,2.74799943,0.605328977,144.953506,-18.2900715,-20.0367260,-20.8607731,-21.2443943,-21.5556259,-18.1204319,-19.8117466,-20.6432934,-21.0121346,-21.2632160,2.57070160,0.824047089,20.0613384,2.38624597,6.55740213
222.979324,37.5031128,3.20691094E-02,2.33229899,0.270130485,110.226196,-16.9308567,-17.9070015,-18.2733498,-18.4806919,-18.5913296,-17.2102757,-18.0419712,-18.3541813,-18.5609226,-18.1954899,1.34249306,0.366348267,22.2356415,2.30307865,5.37146807
246.433517,26.2253761,4.35356610E-02,2.85690999,1.00000000,143.316696,-17.4863968,-19.3150196,-20.1606159,-20.5278625,-20.8424244,-17.4796066,-19.2542515,-20.1015377,-20.4677238,-20.7334843,2.67421913,0.845596313,19.5230770,1.36299288,3.89394832
198.304123,45.7581406,3.54259014E-02,2.72394896,0.198989093,46.0186501,-18.1348743,-19.1757240,-19.6464748,-19.8901730,-20.0607872,-18.1948261,-19.2164135,-19.7142658,-19.9899025,-20.1647072,1.51160049,0.470750809,20.2298508,1.69967878,4.62983847
214.057083,54.8606262,4.13091704E-02,1.92421818,0.00000000,75.8183212,-18.4537468,-19.7716541,-20.3145161,-20.6126804,-20.7975082,-18.5141258,-19.7510319,-20.2660885,-20.5427589,-20.7210083,1.86076927,0.542861938,21.0163059,3.07861972,5.92393637
219.055984,52.9414940,4.90544513E-02,2.24460053,0.203525007,95.4843826,-17.6893616,-18.6278801,-18.9729443,-19.1726761,-19.1467457,-17.8511410,-18.7125797,-19.0287743,-19.2303658,-19.1612568,1.28358269,0.345064163,22.6714821,3.72453952,8.36010265
209.319153,54.2098961,2.56283805E-02,2.29512119,1.60548996E-04,0.00000000,-17.2256794,-18.1738987,-18.3583031,-18.4646149,-18.5640831,-17.2516289,-18.1762486,-18.3159237,-18.4462852,-18.4613438,1.13262367,0.184404373,21.2881393,1.48315227,3.40401435
