  cls    ig     type   clase    smass     u         g        r         sfr      Mcoldgas  Mhotgas  Tau    OH       bt    ssfr    
  12     504014   2      CL     10.286   -16.454   -18.366   -19.428   99.0     99.0     6.908    6.92    13.996   0.391   99.0     
  12     504019   2      CL     9.309    -14.691   -16.381   -17.304   99.0     99.0     6.742    7.82    13.996   0.085   99.0     
  12     504027   2      CL     9.444    -14.785   -16.57    -17.543   99.0     99.0     5.478    7.471   13.996   0.0     99.0     
  12     504034   2      RI     9.214    -14.313   -16.022   -16.972   99.0     99.0     9.043    7.852   13.996   0.0     99.0     
  12     504079   2      RI     9.022    -16.475   -17.298   -17.742   99.0     8.241    9.534    5.809   9.806    0.0     99.0     
  12     504100   2      BS     9.865    -15.282   -17.173   -18.206   99.0     99.0     99.0     0.573   13.996   0.0     99.0     
  12     504115   2      CL     9.588    -15.057   -16.906   -17.913   99.0     8.682    6.397    6.538   10.257   0.0     99.0     
  12     504117   2      CL     10.353   -15.733   -17.769   -18.934   99.0     99.0     5.978    9.95    13.996   0.662   99.0     
  12     504121   2      CL     11.003   -17.554   -19.564   -20.696   99.0     8.655    11.35    0.933   9.054    1.0     99.0     
  12     504127   2      BS     9.683    -17.675   -18.567   -19.086   -0.466   9.326    9.898    5.121   10.049   0.167   -10.149  
  12     504128   2      CL     9.526    -15.949   -17.316   -18.128   99.0     9.279    8.082    4.733   10.044   0.789   99.0     
  12     504143   2      BS     9.812    -15.312   -17.131   -18.148   99.0     99.0     7.024    9.805   13.996   0.019   99.0     
  12     504156   2      CL     10.201   -16.493   -18.103   -19.087   99.0     8.63     9.74     9.06    10.242   0.997   99.0     
  12     504158   2      BS     9.403    -16.051   -17.193   -17.902   99.0     8.266    9.047    6.587   10.081   0.0     99.0     
  12     504159   2      CL     9.064    -16.755   -17.609   -18.05    -0.824   9.177    9.528    4.042   9.823    0.0     -9.888   
  12     504161   2      CL     9.575    -17.671   -18.477   -18.924   -0.464   8.833    9.861    5.18    10.006   0.66    -10.039  
  12     504167   2      BS     9.887    -15.611   -17.461   -18.476   99.0     99.0     8.206    8.264   13.996   0.0     99.0     
  12     504169   2      BS     9.204    -14.923   -16.379   -17.209   99.0     8.624    8.578    7.579   9.851    0.0     99.0     
  12     504171   2      BS     10.115   -16.251   -18.043   -19.042   99.0     99.0     10.419   8.255   13.996   0.861   99.0     
  12     504178   2      BS     10.458   -16.115   -18.111   -19.277   99.0     9.424    10.967   8.965   9.919    0.801   99.0     
  12     504182   2      BS     10.302   -16.708   -18.528   -19.555   99.0     9.319    6.148    6.652   10.274   0.691   99.0     
  12     504200   2      CL     9.851    -15.426   -17.239   -18.246   99.0     7.88     7.236    0.323   9.969    0.054   99.0     
  12     504206   2      BS     9.312    -14.742   -16.351   -17.236   99.0     99.0     99.0     9.732   13.996   0.987   99.0     
  12     504209   2      IN     9.532    -15.622   -16.918   -17.723   99.0     8.654    8.999    0.244   9.922    0.963   99.0     
  12     504210   2      CL     9.384    -14.628   -16.359   -17.307   99.0     99.0     7.092    9.396   13.996   0.0     99.0     
  12     504215   2      CL     9.977    -15.833   -17.606   -18.585   99.0     99.0     8.785    0.9     13.996   0.733   99.0     
  12     504218   2      CL     9.35     -15.242   -16.583   -17.394   99.0     8.638    8.359    8.652   9.798    0.808   99.0     
  12     504247   2      CL     11.504   -18.479   -20.355   -21.533   -0.011   9.929    13.194   0.816   9.929    0.994   -11.515  
  12     504250   2      BS     10.041   -16.402   -17.896   -18.814   99.0     9.155    8.801    9.205   10.105   0.985   99.0     
  12     504251   2      CL     9.196    -15.569   -16.9     -17.648   99.0     8.863    8.309    4.889   10.001   0.0     99.0     
  12     504255   2      CL     9.559    -16.394   -17.539   -18.259   -0.89    8.903    9.35     5.677   10.05    0.0     -10.449  
  12     504256   2      BS     9.036    -14.966   -16.25    -16.99    99.0     8.457    8.469    7.486   9.909    0.0     99.0     
  12     504258   2      CL     10.425   -16.517   -18.441   -19.515   99.0     99.0     10.849   9.834   13.996   0.768   99.0     
  12     504273   2      BS     11.002   -18.125   -19.89    -20.947   -0.646   10.042   11.578   8.612   10.156   0.309   -11.648  
  12     504279   2      BS     9.452    -16.206   -17.295   -17.996   -0.873   8.692    9.333    5.51    10.085   0.022   -10.325  
  12     504280   2      CL     10.054   -16.425   -18.09    -19.058   99.0     9.132    8.536    6.496   10.241   0.522   99.0     
  12     504289   2      CL     9.026    -13.918   -15.574   -16.486   99.0     99.0     6.597    9.467   13.996   0.0     99.0     
  12     504298   2      BS     9.198    -15.74    -16.858   -17.51    99.0     8.694    9.154    7.337   9.799    0.0     99.0     
  12     504299   2      BS     9.291    -15.773   -16.941   -17.644   99.0     8.332    8.928    7.021   10.027   0.0     99.0     
  12     504300   2      BS     9.238    -16.261   -17.251   -17.833   99.0     8.715    9.184    5.948   10.02    0.0     99.0     
  12     504304   2      BS     10.382   -16.644   -18.466   -19.495   99.0     8.598    9.255    9.608   9.94     0.997   99.0     
  12     504305   2      BS     9.688    -16.135   -17.477   -18.304   99.0     8.655    9.071    7.335   10.16    0.0     99.0     
  12     504308   2      BS     9.744    -15.589   -17.197   -18.149   99.0     8.725    8.119    7.966   10.059   0.915   99.0     
  12     504311   2      BS     10.305   -16.484   -18.362   -19.399   99.0     99.0     10.694   8.453   13.996   0.842   99.0     
  12     504313   2      BS     10.002   -16.269   -18.022   -18.991   99.0     9.001    7.36     6.646   10.117   0.736   99.0     
  12     504314   2      BS     9.697    -15.672   -17.402   -18.345   99.0     9.3      6.577    6.462   9.985    0.027   99.0     
  12     504326   2      BS     9.668    -15.775   -17.23    -18.102   99.0     9.02     8.623    8.448   10.028   0.941   99.0     
  12     504329   2      BS     9.249    -16.98    -17.804   -18.256   -0.786   8.664    9.541    4.969   10.016   0.0     -10.035  
  12     504330   2      BS     9.052    -15.507   -16.701   -17.372   99.0     8.912    8.504    5.237   9.933    0.0     99.0     
  12     504334   2      BS     9.011    -15.178   -16.339   -17.02    99.0     8.644    8.779    7.171   9.854    0.0     99.0     
  12     504335   2      CL     9.928    -16.097   -17.826   -18.777   99.0     9.099    7.064    7.669   9.937    0.344   99.0     
  12     504347   2      BS     9.756    -14.878   -16.758   -17.826   99.0     99.0     7.729    0.015   13.996   0.044   99.0     
  12     504354   2      BS     9.814    -15.693   -17.258   -18.214   99.0     8.749    8.719    9.126   10.064   0.818   99.0     
  12     504359   2      CL     10.274   -18.596   -19.527   -20.126   0.18     9.775    10.529   5.655   10.153   0.555   -10.094  
  12     504362   2      BS     9.245    -14.314   -16.043   -16.989   99.0     8.188    4.783    9.072   9.934    0.0     99.0     
  12     504363   2      CL     10.427   -19.394   -20.239   -20.762   0.433    9.798    10.495   5.025   10.149   0.468   -9.994   
  12     504365   2      CL     9.075    -13.605   -15.431   -16.442   99.0     99.0     4.083    8.115   13.996   0.0     99.0     
  12     504379   2      CL     10.759   -16.334   -18.357   -19.583   99.0     9.286    11.222   0.416   10.046   0.733   99.0     
  12     504386   2      BS     9.34     -14.478   -16.206   -17.155   99.0     8.032    8.044    9.897   9.83     0.075   99.0     
  12     504391   2      CL     9.083    -14.088   -15.753   -16.663   99.0     99.0     4.618    9.183   13.996   0.0     99.0     
  12     504396   2      BS     9.572    -15.105   -16.765   -17.717   99.0     9.002    8.18     8.861   10.004   0.611   99.0     
  12     504398   2      BS     9.889    -15.811   -17.496   -18.461   99.0     8.831    8.14     9.13    10.123   0.821   99.0     
  12     504399   2      CL     9.106    -14.041   -15.754   -16.701   99.0     99.0     4.513    8.173   13.996   0.0     99.0     
  12     504406   2      CL     10.635   -18.005   -19.358   -20.26    -0.028   9.762    8.026    6.406   10.183   0.689   -10.663  
  12     504410   2      CL     9.256    -14.61    -16.224   -17.113   99.0     99.0     6.806    8.952   13.996   0.587   99.0     
  12     504411   2      CL     9.886    -15.543   -17.335   -18.346   99.0     99.0     5.652    9.652   13.996   0.003   99.0     
  12     504416   2      CL     9.369    -14.991   -16.588   -17.465   99.0     99.0     7.738    8.928   13.996   0.145   99.0     
  12     504420   2      CL     9.306    -14.563   -16.289   -17.234   99.0     99.0     8.016    7.785   13.996   0.0     99.0     
  12     504433   2      CL     10.202   -16.565   -18.423   -19.456   99.0     9.653    8.014    5.694   9.828    0.036   99.0     
  12     504447   2      CL     9.355    -14.769   -16.437   -17.355   99.0     99.0     7.871    8.616   13.996   0.965   99.0     
  12     504460   2      CL     9.432    -14.644   -16.37    -17.332   99.0     99.0     7.138    9.82    13.996   1.0     99.0     
  12     504503   2      RI     9.491    -15.653   -17.282   -18.156   99.0     99.0     99.0     5.431   13.996   0.986   99.0     
  12     504508   2      IN     9.169    -14.742   -16.35    -17.221   99.0     99.0     99.0     6.453   13.996   0.998   99.0     
  12     504518   2      RI     9.696    -15.464   -17.174   -18.122   99.0     99.0     99.0     8.429   13.996   0.72    99.0     
  12     504528   2      RI     10.954   -17.729   -19.655   -20.77    99.0     8.741    10.058   7.832   9.428    1.0     99.0     
  12     504532   2      RI     9.231    -14.811   -16.382   -17.241   99.0     99.0     6.975    8.497   13.996   0.0     99.0     
  12     504544   2      BS     9.216    -14.371   -16.1     -17.043   99.0     8.419    7.373    8.183   10.042   0.0     99.0     
  12     504554   2      BS     9.377    -14.92    -16.508   -17.396   99.0     8.542    8.004    9.642   9.863    0.0     99.0     
  12     504557   2      RI     9.59     -15.105   -16.841   -17.795   99.0     99.0     7.762    9.46    13.996   0.991   99.0     
  12     504589   2      BS     9.117    -16.436   -17.413   -17.953   99.0     9.222    9.737    3.901   9.732    0.0     99.0     
  12     504590   2      BS     9.211    -16.609   -17.511   -18.013   -0.973   8.497    9.748    5.522   9.729    0.0     -10.184  
  12     504591   2      BS     9.116    -16.95    -17.796   -18.235   -0.809   8.744    9.863    3.688   9.763    0.0     -9.925   
  12     504593   2      BS     10.04    -18.33    -19.265   -19.838   -0.156   9.642    9.936    4.581   10.207   0.48    -10.196  
  12     504594   2      BS     10.353   -18.308   -19.392   -20.099   0.114    10.132   9.775    5.168   10.021   0.244   -10.239  
  12     504600   2      RI     9.029    -14.144   -15.75    -16.627   99.0     99.0     4.054    8.791   13.996   0.0     99.0     
  12     504601   2      BS     9.305    -14.774   -16.458   -17.379   99.0     99.0     99.0     6.639   13.996   0.995   99.0     
  12     504608   2      BS     9.523    -15.192   -16.861   -17.78    99.0     99.0     7.927    8.235   13.996   0.847   99.0     
  12     504612   2      RI     9.158    -14.822   -16.148   -16.968   99.0     7.99     9.401    8.307   9.806    0.0     99.0     
  12     504615   2      RI     9.593    -14.978   -16.769   -17.776   99.0     99.0     99.0     7.502   13.996   0.964   99.0     
  12     504617   2      RI     9.691    -14.988   -16.833   -17.847   99.0     99.0     4.223    0.278   13.996   0.0     99.0     
  12     504628   2      CL     10.482   -16.596   -18.529   -19.618   99.0     99.0     10.198   9.721   13.996   0.979   99.0     
  12     504631   2      RI     9.466    -14.992   -16.68    -17.605   99.0     99.0     99.0     8.603   13.996   0.99    99.0     
  12     504640   2      RI     9.422    -14.812   -16.52    -17.455   99.0     99.0     6.357    9.083   13.996   1.0     99.0     
  12     504665   2      RI     9.833    -15.428   -17.247   -18.245   99.0     99.0     99.0     9.761   13.996   0.95    99.0     
  12     504684   2      RI     9.615    -15.097   -16.893   -17.894   99.0     8.594    7.618    7.034   10.08    0.73    99.0     
  12     504713   2      RI     9.231    -14.519   -16.198   -17.113   99.0     99.0     5.34     8.251   13.996   0.0     99.0     
  12     504715   2      RI     10.027   -16.676   -18.412   -19.341   99.0     99.0     8.335    5.613   13.996   0.17    99.0     
  12     504755   2      RI     10.578   -16.581   -18.556   -19.668   99.0     99.0     7.495    1.184   13.996   1.0     99.0     
  12     504761   2      IN     9.026    -14.929   -16.197   -16.936   99.0     8.606    8.411    7.579   9.997    0.0     99.0     
  12     504766   2      IN     10.174   -16.299   -18.039   -19.049   99.0     8.998    8.408    9.145   10.213   0.621   99.0     
  12     504788   2      RI     9.857    -15.414   -17.265   -18.288   99.0     8.766    6.447    9.321   10.183   0.007   99.0     
  12     504795   2      RI     9.296    -14.417   -16.155   -17.106   99.0     99.0     6.83     8.988   13.996   0.173   99.0     
  12     504816   2      RI     9.126    -14.054   -15.713   -16.623   99.0     99.0     99.0     1.42    13.996   0.0     99.0     
  12     504817   2      IN     10.0     -16.759   -18.059   -18.871   -0.981   8.84     9.146    0.053   10.016   0.816   -10.981  
  12     504881   2      RI     9.889    -15.583   -17.404   -18.412   99.0     99.0     99.0     8.825   13.996   0.963   99.0     
  12     504887   2      CL     9.174    -15.366   -16.649   -17.392   99.0     8.523    9.472    6.529   9.682    0.0     99.0     
  12     504888   2      RI     9.242    -15.005   -16.531   -17.355   99.0     8.461    9.312    7.406   9.749    0.235   99.0     
  12     504890   2      RI     9.562    -16.845   -17.941   -18.574   -0.944   9.035    9.461    6.212   9.87     0.037   -10.506  
  12     504891   2      RI     9.064    -17.147   -17.974   -18.369   -0.627   9.254    9.899    2.899   9.665    0.0     -9.691   
  12     504893   2      CL     9.226    -14.909   -16.546   -17.427   99.0     99.0     7.332    6.654   13.996   0.0     99.0     
  12     504898   2      CL     9.622    -15.845   -17.402   -18.27    99.0     9.093    8.572    6.652   10.048   0.0     99.0     
  12     504904   2      BS     10.537   -16.446   -18.485   -19.617   99.0     99.0     10.832   9.67    13.996   0.697   99.0     
  12     504909   2      BS     10.087   -15.765   -17.67    -18.72    99.0     8.513    7.872    9.97    10.16    0.956   99.0     
  12     504913   2      BS     10.663   -17.252   -19.113   -20.159   99.0     99.0     9.371    0.084   13.996   1.0     99.0     
  12     504923   2      IN     9.753    -15.38    -17.175   -18.163   99.0     8.885    8.095    8.668   10.044   0.687   99.0     
  12     504934   2      CL     10.785   -17.556   -19.4     -20.439   99.0     9.132    11.729   0.497   10.018   0.917   99.0     
  12     504941   2      RI     10.586   -17.091   -19.042   -20.123   99.0     99.0     10.816   6.754   13.996   0.722   99.0     
  12     504953   2      RI     10.808   -17.737   -19.569   -20.603   99.0     9.503    11.574   9.236   9.697    0.943   99.0     
  12     504955   2      CL     9.118    -14.343   -15.965   -16.851   99.0     99.0     8.783    8.7     13.996   0.0     99.0     
  12     504959   2      RI     9.32     -15.02    -16.652   -17.542   99.0     99.0     7.023    6.475   13.996   0.0     99.0     
  12     504968   2      RI     9.772    -15.555   -17.301   -18.259   99.0     99.0     99.0     8.965   13.996   0.767   99.0     
  12     504980   2      RI     10.302   -16.421   -18.296   -19.33    99.0     99.0     99.0     9.535   13.996   0.731   99.0     
  12     504983   2      RI     9.392    -14.704   -16.417   -17.359   99.0     99.0     99.0     9.142   13.996   1.0     99.0     
  12     504994   2      RI     9.076    -13.969   -15.654   -16.575   99.0     99.0     6.494    9.92    13.996   0.0     99.0     
  12     505011   2      IN     9.607    -15.417   -17.053   -17.977   99.0     8.721    7.944    7.882   10.045   0.689   99.0     
  12     505014   2      RI     10.492   -16.669   -18.6     -19.681   99.0     99.0     99.0     9.054   13.996   0.543   99.0     
  12     505015   2      RI     9.549    -15.161   -16.922   -17.881   99.0     99.0     7.935    7.388   13.996   0.0     99.0     
  12     505016   2      IN     9.163    -16.879   -17.723   -18.167   -0.744   9.001    9.886    4.899   9.559    0.0     -9.907   
  12     505019   2      RI     9.666    -14.981   -16.841   -17.859   99.0     8.303    99.0     8.681   10.155   0.78    99.0     
  12     505021   2      RI     10.382   -16.611   -18.487   -19.535   99.0     8.962    10.669   8.934   10.074   0.846   99.0     
  12     505024   2      IN     9.012    -14.036   -15.633   -16.51    99.0     7.514    6.82     9.979   9.564    0.0     99.0     
  12     505033   2      RI     10.944   -17.389   -19.4     -20.541   99.0     8.043    11.518   0.524   9.371    1.0     99.0     
  12     505034   2      CL     9.045    -14.127   -15.772   -16.673   99.0     99.0     8.466    8.075   13.996   0.0     99.0     
  12     505035   2      BS     9.498    -15.256   -16.762   -17.657   99.0     8.703    9.167    8.663   9.944    0.0     99.0     
  12     505045   2      BS     9.009    -15.28    -16.613   -17.321   99.0     9.139    7.392    4.865   9.65     0.451   99.0     
  12     505060   2      CL     9.202    -14.698   -16.311   -17.193   99.0     99.0     99.0     7.344   13.996   0.0     99.0     
  12     505063   2      BS     10.309   -16.284   -18.205   -19.261   99.0     99.0     10.381   9.871   13.996   0.511   99.0     
  12     505067   2      BS     9.099    -15.245   -16.663   -17.443   99.0     9.493    7.289    4.34    9.475    0.0     99.0     
  12     505069   2      CL     9.99     -16.968   -18.178   -18.953   -0.884   9.001    9.98     8.504   10.093   0.93    -10.874  
  12     505073   2      BS     10.434   -16.703   -18.563   -19.598   99.0     99.0     10.788   0.347   13.996   0.922   99.0     
  12     505085   2      BS     10.65    -18.573   -19.781   -20.556   0.105    9.593    9.601    6.215   10.444   0.642   -10.545  
  12     505089   2      BS     9.034    -14.717   -16.003   -16.762   99.0     8.239    8.859    9.094   9.769    0.0     99.0     
  12     505100   2      BS     10.575   -17.025   -18.891   -19.929   99.0     99.0     10.897   0.706   13.996   0.843   99.0     
  12     505105   2      BS     10.682   -17.068   -18.982   -20.099   99.0     9.713    8.122    7.695   10.261   0.664   99.0     
  12     505109   2      BS     9.118    -14.016   -15.709   -16.635   99.0     99.0     4.898    0.328   13.996   0.0     99.0     
  12     505115   2      BS     10.734   -17.256   -19.162   -20.232   99.0     8.884    11.733   0.618   9.413    0.995   99.0     
  12     505145   2      BS     10.002   -15.684   -17.522   -18.546   99.0     8.682    7.989    0.294   10.154   0.722   99.0     
  12     505160   2      CL     9.115    -13.88    -15.601   -16.548   99.0     3.301    3.929    0.629   9.955    0.0     99.0     
  12     505173   2      CL     9.545    -15.013   -16.733   -17.681   99.0     99.0     2.69     9.714   13.996   0.0     99.0     
  12     505176   2      CL     9.617    -14.878   -16.674   -17.663   99.0     99.0     5.736    0.856   13.996   0.94    99.0     
  12     505189   2      IN     9.563    -15.819   -17.047   -17.821   99.0     8.385    9.194    0.363   9.897    0.926   99.0     
  12     505194   2      CL     9.298    -14.55    -16.252   -17.186   99.0     99.0     99.0     8.212   13.996   0.0     99.0     
  12     505232   2      CL     9.104    -14.458   -16.078   -16.959   99.0     99.0     8.129    7.199   13.996   0.0     99.0     
  12     505240   2      CL     9.658    -15.586   -17.294   -18.228   99.0     99.0     99.0     6.604   13.996   0.955   99.0     
  12     505261   2      RI     9.125    -16.386   -17.365   -17.906   99.0     8.766    9.201    4.426   9.827    0.0     99.0     
  12     505262   2      CL     9.568    -18.978   -19.723   -20.043   0.178    9.821    10.333   1.462   9.631    0.671   -9.39    
  12     505264   2      BS     9.136    -14.139   -15.833   -16.763   99.0     99.0     5.868    8.985   13.996   0.0     99.0     
  12     505268   2      CL     10.749   -18.22    -20.048   -21.05    99.0     99.0     9.501    4.643   13.996   0.58    99.0     
  12     505285   2      CL     9.373    -14.597   -16.335   -17.292   99.0     99.0     6.87     8.373   13.996   0.744   99.0     
  12     505286   2      BS     9.314    -14.86    -16.49    -17.379   99.0     9.192    8.061    7.883   9.777    0.757   99.0     
  12     505288   2      BS     9.374    -14.645   -16.384   -17.334   99.0     99.0     5.774    8.773   13.996   0.0     99.0     
  12     505291   2      IN     9.514    -15.613   -17.1     -17.952   99.0     8.804    8.324    7.055   10.027   0.602   99.0     
  12     505299   2      BS     10.275   -18.546   -19.578   -20.223   0.01     9.373    9.712    4.856   10.34    0.246   -10.265  
  12     505300   2      CL     9.775    -15.76    -17.541   -18.52    99.0     99.0     99.0     5.575   13.996   0.769   99.0     
  12     505315   2      CL     9.098    -14.277   -15.963   -16.881   99.0     99.0     4.452    7.142   13.996   0.0     99.0     
  12     505318   2      BS     9.12     -14.424   -15.996   -16.855   99.0     7.368    7.571    9.538   9.282    0.118   99.0     
  12     505319   2      CL     10.103   -16.296   -18.142   -19.154   99.0     99.0     7.736    6.781   13.996   0.97    99.0     
  12     505324   2      BS     10.331   -17.962   -19.157   -19.933   -0.383   9.361    9.69     6.756   10.268   0.559   -10.714  
  12     505344   2      CL     9.419    -14.862   -16.558   -17.49    99.0     99.0     8.073    8.102   13.996   0.78    99.0     
  12     505355   2      CL     9.526    -15.444   -17.05    -17.948   99.0     99.0     8.515    6.768   13.996   0.0     99.0     
  12     505372   2      CL     9.004    -15.305   -16.501   -17.183   99.0     8.733    8.957    5.738   9.766    0.0     99.0     
  12     505388   2      BS     9.079    -14.676   -16.091   -16.906   99.0     8.587    9.098    7.997   9.127    0.0     99.0     
  12     505411   2      BS     9.758    -17.402   -18.434   -19.061   -0.593   9.178    9.304    5.157   10.144   0.313   -10.351  
  12     505426   2      BS     9.212    -16.747   -17.602   -18.073   -0.885   8.75     9.616    5.549   9.911    0.0     -10.097  
  12     505428   2      CL     10.499   -18.378   -19.595   -20.323   -0.086   99.0     7.792    7.905   13.996   0.866   -10.585  
  12     505436   2      BS     9.133    -15.197   -16.495   -17.25    99.0     8.629    8.664    6.529   9.896    0.0     99.0     
  12     505479   2      BS     9.156    -16.686   -17.546   -18.014   -0.918   8.771    9.39     4.986   9.96     0.0     -10.074  
  12     505481   2      BS     9.26     -17.022   -17.894   -18.364   -0.782   8.764    9.395    4.624   9.94     0.0     -10.042  
  12     505483   2      BS     9.483    -16.749   -17.77    -18.369   -0.935   9.138    9.364    6.368   9.969    0.0     -10.418  
  12     505494   2      CL     9.691    -15.206   -16.97    -17.95    99.0     99.0     8.419    9.605   13.996   0.515   99.0     
  12     505502   2      BS     9.174    -14.93    -16.319   -17.124   99.0     8.419    9.206    7.958   9.682    0.0     99.0     
  12     505507   2      CL     9.272    -14.853   -16.44    -17.317   99.0     8.231    8.414    7.521   9.926    0.006   99.0     
  12     505520   2      BS     9.426    -16.535   -17.621   -18.253   99.0     9.055    9.002    5.898   9.985    0.0     99.0     
  12     505521   2      CL     9.774    -16.554   -17.939   -18.749   99.0     99.0     8.613    6.14    13.996   0.042   99.0     
  12     505522   2      CL     9.321    -14.68    -16.357   -17.274   99.0     99.0     4.979    8.973   13.996   0.0     99.0     
  12     505524   2      CL     10.397   -15.938   -18.009   -19.176   99.0     99.0     8.601    9.222   13.996   0.527   99.0     
  12     505526   2      BS     9.489    -16.154   -17.409   -18.146   99.0     9.268    8.721    6.445   10.027   0.137   99.0     
  12     505534   2      CL     9.315    -14.615   -16.325   -17.266   99.0     99.0     99.0     7.53    13.996   0.947   99.0     
  12     505548   2      CL     9.452    -14.75    -16.478   -17.432   99.0     99.0     7.732    9.596   13.996   0.093   99.0     
  12     505587   2      CL     9.482    -14.908   -16.672   -17.634   99.0     99.0     4.513    8.006   13.996   0.0     99.0     
  12     505591   2      BS     9.001    -15.481   -16.615   -17.249   99.0     8.906    8.771    6.092   9.79     0.0     99.0     
  12     505592   2      CL     9.761    -15.34    -17.132   -18.118   99.0     8.309    8.49     9.351   10.038   0.692   99.0     
  12     505595   2      CL     9.301    -14.662   -16.313   -17.234   99.0     99.0     7.853    8.526   13.996   0.0     99.0     
  12     505598   2      CL     9.148    -14.448   -16.104   -17.01    99.0     99.0     5.265    7.207   13.996   0.0     99.0     
  12     505603   2      CL     9.476    -14.777   -16.545   -17.521   99.0     99.0     8.322    7.478   13.996   0.908   99.0     
  12     505609   2      CL     9.476    -15.024   -16.751   -17.689   99.0     8.629    7.876    7.456   9.96     0.889   99.0     
  12     505611   2      BS     9.604    -15.0     -16.777   -17.755   99.0     9.036    7.519    9.279   10.084   0.636   99.0     
  12     505614   2      CL     9.386    -14.701   -16.365   -17.279   99.0     99.0     99.0     1.276   13.996   0.0     99.0     
  12     505615   2      CL     10.183   -17.76    -18.796   -19.475   -0.351   9.28     9.513    8.485   10.135   0.748   -10.534  
  12     505616   2      CL     9.265    -17.538   -18.354   -18.768   -0.517   8.673    9.247    2.644   10.021   0.0     -9.782   
  12     505618   2      BS     9.228    -15.912   -17.135   -17.815   99.0     9.121    8.689    5.12    9.886    0.0     99.0     
  12     505621   2      BS     9.405    -16.48    -17.617   -18.264   99.0     9.011    8.842    5.128   9.994    0.206   99.0     
  12     505622   2      CL     9.374    -16.957   -17.938   -18.486   -0.818   8.893    8.853    4.178   10.067   0.0     -10.192  
  12     505626   2      BS     9.829    -17.131   -18.314   -19.025   -0.77    9.369    9.021    5.584   10.126   0.457   -10.599  
  12     505629   2      CL     10.227   -18.377   -19.85    -20.451   1.031    9.168    9.609    4.47    10.261   1.0     -9.196   
  12     505639   2      CL     9.292    -14.623   -16.287   -17.198   99.0     99.0     8.287    8.929   13.996   0.93    99.0     
  12     505642   2      BS     9.296    -14.726   -16.224   -17.105   99.0     8.546    8.689    9.975   9.867    0.984   99.0     
  12     505644   2      CL     10.773   -17.347   -19.264   -20.335   99.0     99.0     11.112   0.741   13.996   1.0     99.0     
  12     505648   2      BS     10.684   -16.193   -18.308   -19.533   99.0     9.406    11.213   0.983   10.122   0.871   99.0     
  12     505653   2      BS     9.324    -14.726   -16.36    -17.255   99.0     8.443    7.815    9.768   9.614    0.261   99.0     
  12     505664   2      CL     9.396    -14.337   -16.17    -17.171   99.0     99.0     99.0     9.54    13.996   0.0     99.0     
  12     505665   2      CL     9.771    -15.413   -17.171   -18.144   99.0     99.0     8.323    0.015   13.996   1.0     99.0     
  12     505701   2      BS     9.626    -15.051   -16.835   -17.828   99.0     99.0     7.856    8.583   13.996   0.0     99.0     
  12     505704   2      BS     10.124   -15.981   -17.908   -18.963   99.0     99.0     8.583    8.244   13.996   0.024   99.0     
  12     505717   2      CL     9.815    -15.56    -17.398   -18.402   99.0     8.166    7.729    7.64    10.171   0.0     99.0     
  12     505745   2      BS     9.379    -15.237   -16.743   -17.612   99.0     8.289    8.455    6.835   10.033   0.0     99.0     
  12     505749   2      BS     9.618    -15.536   -17.234   -18.166   99.0     9.037    8.041    6.68    10.141   0.0     99.0     
  12     505772   2      CL     9.485    -14.557   -16.342   -17.344   99.0     99.0     7.643    0.011   13.996   0.989   99.0     
  12     505791   2      CL     9.276    -14.401   -16.131   -17.075   99.0     99.0     5.517    9.18    13.996   0.0     99.0     
  12     505800   2      CL     9.329    -16.441   -17.447   -18.033   99.0     8.385    8.876    6.09    10.006   0.436   99.0     
  12     505812   2      CL     9.229    -14.356   -16.046   -16.97    99.0     99.0     5.862    9.478   13.996   0.0     99.0     
  12     505821   2      CL     9.12     -14.576   -16.115   -16.966   99.0     99.0     7.259    8.14    13.996   0.372   99.0     
  12     505823   2      CL     10.257   -15.973   -17.947   -19.039   99.0     99.0     8.22     9.595   13.996   0.993   99.0     
  12     505824   2      CL     10.719   -17.002   -18.963   -20.09    99.0     8.652    8.332    8.364   10.406   0.863   99.0     
  12     505826   2      CL     9.561    -14.85    -16.653   -17.654   99.0     99.0     6.461    8.626   13.996   0.013   99.0     
  12     505827   2      CL     9.993    -15.472   -17.388   -18.45    99.0     99.0     5.556    0.311   13.996   0.0     99.0     
  12     505846   2      BS     9.494    -15.069   -16.765   -17.693   99.0     99.0     7.944    8.382   13.996   0.077   99.0     
  12     505848   2      CL     9.575    -15.02    -16.814   -17.796   99.0     99.0     5.738    8.019   13.996   0.046   99.0     
  12     505849   2      BS     9.434    -14.961   -16.64    -17.563   99.0     8.916    6.416    8.369   9.858    0.0     99.0     
  12     505850   2      CL     9.017    -14.124   -15.727   -16.614   99.0     99.0     5.897    8.74    13.996   0.0     99.0     
  12     505852   2      CL     10.136   -15.944   -17.827   -18.863   99.0     99.0     8.234    0.154   13.996   0.998   99.0     
  12     505884   2      BS     9.346    -17.72    -18.472   -18.858   -0.415   8.795    9.845    3.37    10.044   0.0     -9.761   
  12     505885   2      CL     9.419    -14.948   -16.654   -17.584   99.0     99.0     6.468    7.621   13.996   0.134   99.0     
  12     505889   2      CL     10.596   -18.463   -19.443   -20.149   0.311    99.0     9.587    7.255   13.996   0.907   -10.285  
  12     505891   2      BS     9.1      -14.983   -16.25    -16.987   99.0     8.523    9.193    8.926   9.653    0.0     99.0     
