cls   ra         dec        z    Mr01      ur    mur     kr50    C    stellarmass    sfr    ssfr     Dn4000   class   Zc   sigma     Mvir      Rvir   R200   w   dist     Pe   Ps    
  8      126.190903   47.2061     0.126   -21.656   2.998   20.92    5.127   3.13    11.174   -0.555   -11.78    1.892   -1      0.126   792.061   9.517E14   2.175   1.96    0.012   0.367   1.0     0.0    
  8      126.222198   47.238701   0.127   -21.483   2.6     20.667   4.206   2.81    11.098   0.418    -10.721   1.626   2       0.126   792.061   9.517E14   2.175   1.96    0.015   0.385   0.29    0.61   
  8      126.263802   47.157001   0.126   -20.849   3.066   19.98    2.294   2.882   10.899   -0.808   -11.779   1.866   -1      0.126   792.061   9.517E14   2.175   1.96    0.035   0.197   0.84    0.08   
  8      126.231598   47.157398   0.125   -21.282   3.033   19.835   2.625   3.009   11.03    -0.833   -11.912   1.828   -1      0.126   792.061   9.517E14   2.175   1.96    0.019   0.245   0.85    0.0    
  8      126.2826     47.0089     0.13    -21.388   2.976   20.662   3.998   2.658   11.21    -0.245   -11.515   1.86    5       0.126   792.061   9.517E14   2.175   1.96    0.017   0.317   0.3     0.62   
  8      126.242302   47.092098   0.13    -20.69    3.068   20.462   2.644   2.427   10.726   -0.968   -11.744   1.75    -1      0.126   792.061   9.517E14   2.175   1.96    0.045   0.225   0.12    0.88   
  8      126.269997   47.0336     0.127   -20.974   1.565   20.653   3.305   1.948   10.462   0.779    -9.731    1.236   2       0.126   792.061   9.517E14   2.175   1.96    0.03    0.272   0.89    0.06   
  8      126.302399   47.136002   0.125   -21.74    3.308   20.502   4.405   3.161   11.327   -0.783   -12.181   1.913   5       0.126   792.061   9.517E14   2.175   1.96    0.01    0.109   0.41    0.05   
  8      126.276802   47.1035     0.127   -20.91    3.571   20.487   2.975   2.829   11.069   -0.902   -12.039   1.856   -1      0.126   792.061   9.517E14   2.175   1.96    0.033   0.158   0.41    0.41   
  8      126.262703   47.341702   0.131   -21.036   2.198   20.78    3.571   3.362   10.786   0.559    -10.274   1.394   1       0.126   792.061   9.517E14   2.175   1.96    0.028   0.601   0.04    0.92   
  8      126.426399   47.237999   0.126   -21.366   3.006   20.225   3.242   3.154   11.086   -0.671   -11.815   1.804   -1      0.126   792.061   9.517E14   2.175   1.96    0.017   0.312   0.53    0.21   
  8      126.343803   47.179699   0.131   -20.811   3.157   20.145   2.406   2.573   10.963   -0.828   -11.851   1.924   -1      0.126   792.061   9.517E14   2.175   1.96    0.038   0.163   0.46    0.49   
  8      126.525902   47.080399   0.125   -21.308   2.091   20.797   4.126   3.001   10.982   0.819    -10.227   1.354   3       0.126   792.061   9.517E14   2.175   1.96    0.019   0.29    0.16    0.78   
  8      126.3899     47.305199   0.125   -20.818   2.858   20.505   2.866   2.892   10.914   -0.477   -11.453   1.65    -1      0.126   792.061   9.517E14   2.175   1.96    0.037   0.464   0.76    0.18   
  8      126.502502   47.0429     0.128   -22.183   2.96    19.015   2.707   3.132   11.371   -0.449   -11.874   1.81    -1      0.126   792.061   9.517E14   2.175   1.96    0.006   0.303   0.22    0.41   
  8      126.348602   47.2309     0.127   -21.57    3.121   19.928   3.11    3.157   11.205   -0.839   -12.1     1.872   -1      0.126   792.061   9.517E14   2.175   1.96    0.013   0.281   0.89    0.0    
  8      126.4823     47.0326     0.131   -20.929   2.012   20.307   2.738   2.233   10.691   0.921    -9.821    1.31    1       0.126   792.061   9.517E14   2.175   1.96    0.032   0.307   0.22    0.41   
  8      126.492203   47.2467     0.125   -20.631   3.05    20.207   2.293   2.738   10.889   -0.263   -11.204   1.883   2       0.126   792.061   9.517E14   2.175   1.96    0.048   0.38    0.44    0.31   
  8      126.4403     47.129398   0.131   -20.857   3.077   20.219   2.543   2.659   11.004   -0.577   -11.623   1.785   -1      0.126   792.061   9.517E14   2.175   1.96    0.035   0.134   0.64    0.22   
  8      126.456497   47.1744     0.132   -22.439   0.92    20.796   6.845   2.501   11.004   -0.577   -11.623   1.785   -1      0.126   792.061   9.517E14   2.175   1.96    0.004   0.219   0.01    0.97   
  8      126.371002   47.133499   0.129   -23.516   3.108   20.229   8.728   3.216   12.068   -0.187   -12.301   1.943   -1      0.126   792.061   9.517E14   2.175   1.96    0.001   0.051   0.9     0.03   
  8      126.879204   47.2202     0.129   -21.119   2.144   20.828   3.822   2.226   10.711   0.764    -10.005   1.404   2       0.126   792.061   9.517E14   2.175   1.96    0.025   0.927   0.12    0.47   
  8      126.5811     47.113602   0.128   -20.818   3.07    20.041   2.311   2.937   10.886   -0.688   -11.621   1.787   -1      0.126   792.061   9.517E14   2.175   1.96    0.037   0.371   0.53    0.36   
  8      126.654404   47.173801   0.128   -21.432   2.378   19.899   2.87    2.983   11.044   0.788    -10.302   1.52    2       0.126   792.061   9.517E14   2.175   1.96    0.016   0.517   0.76    0.19   
  8      126.723602   47.165699   0.125   -21.251   3.105   20.437   3.408   2.501   11.147   -0.722   -11.929   1.977   -1      0.126   792.061   9.517E14   2.175   1.96    0.02    0.615   0.35    0.58   
  8      126.564301   47.156399   0.129   -21.059   1.944   20.61    3.347   2.575   10.769   1.039    -9.784    1.259   1       0.126   792.061   9.517E14   2.175   1.96    0.027   0.356   0.23    0.66   
  8      126.704399   47.118198   0.125   -21.142   2.961   21.619   5.575   3.137   10.922   -0.58    -11.566   1.823   -1      0.126   792.061   9.517E14   2.175   1.96    0.024   0.572   0.71    0.15   
  8      126.571899   47.076199   0.127   -21.585   2.92    20.427   3.932   3.144   11.238   0.215    -11.066   1.842   2       0.126   792.061   9.517E14   2.175   1.96    0.013   0.371   1.0     0.0    
  8      126.4282     47.426701   0.125   -21.274   1.873   21.653   6.001   1.965   10.637   0.578    -10.113   1.305   2       0.126   792.061   9.517E14   2.175   1.96    0.02    0.768   0.0     0.93   
  8      126.454903   47.347698   0.129   -20.657   2.967   20.268   2.365   2.809   10.748   -0.978   -11.779   1.934   -1      0.126   792.061   9.517E14   2.175   1.96    0.047   0.601   0.31    0.48   
  8      126.5159     47.3195     0.128   -22.065   3.254   20.806   5.807   3.486   11.442   -0.692   -12.207   1.976   -1      0.126   792.061   9.517E14   2.175   1.96    0.007   0.57    0.94    0.04   
  8      126.558998   47.2668     0.127   -20.834   2.647   21.51    4.566   2.336   10.751   -0.377   -11.185   1.619   -1      0.126   792.061   9.517E14   2.175   1.96    0.036   0.499   0.34    0.66   
  8      126.300697   47.326099   0.13    -21.897   2.927   19.919   3.573   2.795   11.324   -0.494   -11.871   1.88    5       0.126   792.061   9.517E14   2.175   1.96    0.008   0.541   0.9     0.09   
  8      126.148598   47.354801   0.126   -20.658   1.912   20.692   2.92    2.119   10.492   0.66     -9.876    1.205   1       0.126   792.061   9.517E14   2.175   1.96    0.046   0.692   0.2     0.59   
  8      126.472397   47.269299   0.125   -21.243   3.062   19.943   2.691   2.986   11.109   -0.822   -11.984   1.997   -1      0.126   792.061   9.517E14   2.175   1.96    0.02    0.414   0.82    0.12   
  8      126.391602   47.297001   0.125   -21.77    2.987   20.277   4.0     3.012   11.299   -0.636   -11.991   1.897   5       0.126   792.061   9.517E14   2.175   1.96    0.01    0.442   0.73    0.27   
  9      127.060402   44.584099   0.14    -21.664   2.636   20.984   5.126   2.249   11.117   -0.008   -11.182   1.795   5       0.145   577.569   1.867E14   0.803   1.429   0.012   1.344   0.08    0.87   
  9      127.0811     44.622101   0.147   -20.815   3.162   20.491   2.731   2.937   10.857   -0.977   -11.885   1.985   -1      0.145   577.569   1.867E14   0.803   1.429   0.039   1.131   0.75    0.09   
  9      127.015198   44.676201   0.145   -21.378   3.068   20.805   4.106   3.066   11.126   -0.647   -11.798   1.939   -1      0.145   577.569   1.867E14   0.803   1.429   0.018   0.671   0.96    0.0    
  9      127.183502   44.672798   0.143   -20.901   2.843   21.116   3.809   2.661   10.97    -0.178   -11.184   1.688   5       0.145   577.569   1.867E14   0.803   1.429   0.034   1.076   0.07    0.93   
  9      127.397499   44.876701   0.148   -21.323   2.772   20.275   3.105   2.53    11.043   0.271    -10.827   1.491   5       0.145   577.569   1.867E14   0.803   1.429   0.02    2.215   0.17    0.63   
  9      127.317398   44.9361     0.143   -20.801   2.197   21.492   4.312   2.421   10.834   0.666    -10.216   1.444   2       0.145   577.569   1.867E14   0.803   1.429   0.04    2.021   0.03    0.94   
  9      127.0755     45.025799   0.143   -21.047   2.523   21.014   3.879   2.809   10.88    0.475    -10.463   1.512   3       0.145   577.569   1.867E14   0.803   1.429   0.028   1.998   0.2     0.62   
  9      127.051201   44.805599   0.146   -21.452   2.652   21.572   6.039   2.279   11.22    0.09     -11.196   1.82    5       0.145   577.569   1.867E14   0.803   1.429   0.016   0.337   0.28    0.55   
  9      127.151604   44.8937     0.143   -20.734   2.955   20.745   2.969   2.807   10.758   -0.804   -11.625   1.823   -1      0.145   577.569   1.867E14   0.803   1.429   0.043   1.182   0.54    0.26   
  9      127.201401   44.778801   0.141   -21.142   3.136   20.1     2.672   3.027   11.128   -0.093   -11.27    1.947   2       0.145   577.569   1.867E14   0.803   1.429   0.025   0.922   0.79    0.1    
  9      127.159798   44.790001   0.146   -21.482   2.374   21.093   4.902   3.07    11.047   0.637    -10.471   1.46    3       0.145   577.569   1.867E14   0.803   1.429   0.016   0.744   0.07    0.85   
  9      127.151497   44.761101   0.145   -21.103   2.16    20.852   3.69    2.095   10.701   0.414    -10.341   1.564   1       0.145   577.569   1.867E14   0.803   1.429   0.026   0.672   0.1     0.83   
  9      127.049896   44.854401   0.145   -20.952   2.959   20.862   3.458   2.828   11.145   0.658    -10.542   1.665   4       0.145   577.569   1.867E14   0.803   1.429   0.032   0.71    0.05    0.9    
  9      126.930801   44.7691     0.142   -20.842   3.264   20.748   3.138   2.9     10.909   -0.937   -11.907   1.93    -1      0.145   577.569   1.867E14   0.803   1.429   0.037   0.518   0.46    0.3    
  9      127.024498   44.766701   0.145   -22.811   3.392   21.101   9.104   3.242   11.82    -0.493   -12.386   2.06    -1      0.145   577.569   1.867E14   0.803   1.429   0.002   0.0     0.5     0.0    
  9      126.935699   44.802101   0.143   -21.052   3.04    20.654   3.309   2.891   10.973   -0.801   -11.827   2.025   -1      0.145   577.569   1.867E14   0.803   1.429   0.028   0.579   0.47    0.4    
  9      126.915703   44.887299   0.143   -20.785   3.257   20.688   2.969   2.583   10.887   -0.897   -11.837   1.966   -1      0.145   577.569   1.867E14   0.803   1.429   0.04    1.109   0.42    0.38   
  9      126.8703     44.819599   0.144   -22.216   3.364   20.302   4.799   3.009   11.573   -0.611   -12.249   2.046   -1      0.145   577.569   1.867E14   0.803   1.429   0.006   0.946   0.98    0.0    
  9      127.0112     45.040901   0.143   -21.98    3.228   21.059   6.09    3.223   11.361   -0.797   -12.196   2.008   -1      0.145   577.569   1.867E14   0.803   1.429   0.008   2.097   1.0     0.0    
  9      126.581497   44.784599   0.142   -21.612   3.85    22.409   9.74    2.906   11.026   -1.379   -12.44    2.02    -1      0.145   577.569   1.867E14   0.803   1.429   0.013   2.379   0.59    0.03   
  9      126.746201   44.935501   0.144   -20.989   2.638   22.23    6.642   2.986   10.841   -0.416   -11.304   1.977   -1      0.145   577.569   1.867E14   0.803   1.429   0.031   2.005   0.37    0.63   
  9      126.7034     44.748901   0.144   -21.17    3.33    20.979   4.067   3.291   10.97    -0.958   -11.983   1.992   -1      0.145   577.569   1.867E14   0.803   1.429   0.024   1.747   0.91    0.0    
  9      127.0233     44.7673     0.147   -21.532   3.511   22.856   11.304  2.494   11.126   -0.922   -12.074   2.013   -1      0.145   577.569   1.867E14   0.803   1.429   0.015   0.0     0.5     0.0    
  10     131.249802   42.745998   0.057   -19.103   2.319   20.384   1.395   2.871   10.005   -1.291   -11.341   1.731   -1      0.054   375.801   9.146E13   0.928   0.93    0.326   0.712   0.7     0.22   
  10     131.049896   42.684299   0.054   -19.041   2.67    21.291   2.066   2.426   10.108   -0.884   -11.04    1.53    2       0.054   375.801   9.146E13   0.928   0.93    0.352   0.855   0.22    0.79   
  10     131.296402   42.842602   0.055   -20.224   2.458   19.592   1.629   2.9     10.517   -1.141   -11.696   1.856   -1      0.054   375.801   9.146E13   0.928   0.93    0.069   0.485   0.73    0.27   
  10     131.115402   42.879101   0.054   -20.274   2.511   18.923   1.232   3.247   10.541   -1.25    -11.854   1.894   -1      0.054   375.801   9.146E13   0.928   0.93    0.064   0.293   0.71    0.29   
  10     131.204498   42.945099   0.057   -20.651   2.541   19.147   1.615   3.601   10.686   -1.115   -11.846   1.979   -1      0.054   375.801   9.146E13   0.928   0.93    0.038   0.148   0.93    0.0    
  10     131.312607   42.936798   0.053   -19.018   2.294   21.106   1.88    2.188   9.942    -0.992   -10.993   1.435   2       0.054   375.801   9.146E13   0.928   0.93    0.362   0.334   0.21    0.75   
  10     130.889694   42.766499   0.055   -19.026   1.752   21.783   2.568   2.084   9.626    -0.37    -10.06    1.305   1       0.054   375.801   9.146E13   0.928   0.93    0.36    0.817   0.05    0.95   
  10     130.993195   42.923901   0.054   -20.288   2.451   20.123   2.155   2.934   10.536   -1.016   -11.59    1.885   2       0.054   375.801   9.146E13   0.928   0.93    0.063   0.367   0.57    0.41   
  10     131.155396   43.653198   0.054   -20.213   1.989   21.425   3.774   1.794   10.369   0.083    -10.339   1.482   1       0.054   375.801   9.146E13   0.928   0.93    0.07    1.811   0.22    0.71   
  10     131.528      43.659199   0.054   -20.669   2.52    19.202   1.67    2.899   10.865   -0.175   -11.086   1.66    3       0.054   375.801   9.146E13   0.928   0.93    0.037   1.97    0.72    0.24   
  10     131.207397   43.4505     0.054   -22.055   2.744   19.519   3.649   2.999   11.402   -0.906   -12.377   1.917   3       0.054   375.801   9.146E13   0.928   0.93    0.005   1.276   0.56    0.44   
  10     131.194901   43.4888     0.054   -18.615   1.615   22.134   2.497   2.032   9.512    -0.442   -10.002   1.303   1       0.054   375.801   9.146E13   0.928   0.93    0.635   1.383   0.12    0.75   
  10     131.184296   42.9981     0.056   -20.124   2.596   18.933   1.148   3.067   10.519   -1.306   -11.888   1.868   -1      0.054   375.801   9.146E13   0.928   0.93    0.079   0.079   0.47    0.5    
  10     131.182602   43.2556     0.055   -20.088   2.249   20.565   2.382   2.45    10.397   -0.306   -10.746   1.482   2       0.054   375.801   9.146E13   0.928   0.93    0.083   0.753   0.35    0.58   
  10     131.210999   43.046799   0.057   -22.143   2.676   19.458   3.689   3.287   11.362   -0.957   -12.367   1.961   4       0.054   375.801   9.146E13   0.928   0.93    0.005   0.197   0.68    0.32   
  10     131.051193   42.991699   0.055   -21.067   2.459   20.692   4.0     2.498   10.806   -0.975   -11.835   1.813   3       0.054   375.801   9.146E13   0.928   0.93    0.022   0.215   0.15    0.81   
  10     131.075897   43.008499   0.055   -20.093   2.522   20.126   1.966   2.662   10.585   -1.032   -11.678   1.787   -1      0.054   375.801   9.146E13   0.928   0.93    0.083   0.175   0.12    0.86   
  10     131.235992   42.976601   0.054   -22.298   2.622   19.827   4.731   3.149   11.418   -0.916   -12.404   1.971   3       0.054   375.801   9.146E13   0.928   0.93    0.004   0.161   0.95    0.05   
  10     131.183807   43.018799   0.054   -19.58    2.412   20.902   2.217   2.257   10.187   -0.901   -11.134   1.617   2       0.054   375.801   9.146E13   0.928   0.93    0.168   0.11    0.23    0.58   
  10     131.066605   43.178699   0.055   -19.895   2.476   19.901   1.613   2.571   10.356   -1.295   -11.689   1.782   5       0.054   375.801   9.146E13   0.928   0.93    0.109   0.567   0.41    0.57   
  10     131.414597   43.429001   0.054   -19.477   2.53    21.099   2.301   2.641   10.323   -0.545   -10.923   1.569   3       0.054   375.801   9.146E13   0.928   0.93    0.193   1.32    0.0     1.0    
  10     131.509094   43.475601   0.055   -18.791   1.689   20.981   1.587   2.241   9.586    -0.425   -10.065   1.301   1       0.054   375.801   9.146E13   0.928   0.93    0.499   1.539   0.34    0.41   
  11     140.712708   14.2414     0.138   -20.953   1.689   20.737   3.301   2.024   10.505   0.8      -9.752    1.274   2       0.14    531.806   3.572E14   1.811   1.316   0.032   1.118   0.12    0.78   
  11     141.270706   14.007      0.14    -20.992   3.273   20.436   2.932   2.574   10.984   -1.015   -12.054   2.033   -1      0.14    531.806   3.572E14   1.811   1.316   0.03    0.852   0.18    0.11   
  11     141.141907   14.0719     0.141   -20.802   2.655   21.263   3.924   2.171   10.9     0.714    -10.235   1.508   2       0.14    531.806   3.572E14   1.811   1.316   0.039   0.409   0.02    0.98   
  11     141.206406   14.1239     0.141   -20.836   3.031   20.481   2.781   2.914   10.811   -0.703   -11.579   1.848   -1      0.14    531.806   3.572E14   1.811   1.316   0.037   0.492   0.5     0.46   
  11     141.182404   14.0508     0.14    -21.319   2.315   21.725   6.178   1.932   10.843   0.389    -10.507   1.532   2       0.14    531.806   3.572E14   1.811   1.316   0.019   0.536   0.0     1.0    
  11     141.132095   14.2501     0.138   -22.065   2.995   19.722   3.47    2.988   11.33    -0.523   -11.883   1.881   -1      0.14    531.806   3.572E14   1.811   1.316   0.007   0.363   0.87    0.09   
  11     141.188095   14.1299     0.143   -20.96    2.639   20.565   3.054   2.532   11.078   0.753    -10.364   1.492   2       0.14    531.806   3.572E14   1.811   1.316   0.032   0.427   0.14    0.68   
  11     141.1483     14.2381     0.14    -21.445   2.909   19.885   2.805   3.307   11.167   -0.342   -11.548   1.868   -1      0.14    531.806   3.572E14   1.811   1.316   0.016   0.374   0.79    0.11   
  11     141.176895   14.0865     0.142   -20.795   2.358   20.59    2.864   2.951   10.853   0.401    -10.513   1.643   2       0.14    531.806   3.572E14   1.811   1.316   0.04    0.46    0.22    0.53   
  11     141.158798   14.1751     0.138   -21.488   2.914   19.869   2.851   3.478   11.037   -0.59    -11.66    1.904   -1      0.14    531.806   3.572E14   1.811   1.316   0.015   0.315   0.91    0.0    
  11     141.157806   14.1275     0.139   -21.386   1.698   21.003   4.578   2.366   10.687   1.025    -9.708    1.281   2       0.14    531.806   3.572E14   1.811   1.316   0.017   0.329   0.01    0.99   
  11     141.066101   14.1697     0.142   -21.189   3.117   20.457   3.235   2.912   10.976   -0.729   -11.789   1.873   -1      0.14    531.806   3.572E14   1.811   1.316   0.023   0.0     0.07    0.81   
  11     141.064194   14.1284     0.14    -22.085   3.203   20.325   4.605   3.135   11.446   -0.606   -12.103   2.107   -1      0.14    531.806   3.572E14   1.811   1.316   0.007   0.092   0.86    0.08   
  11     141.095398   14.1569     0.139   -21.089   3.123   20.319   2.911   2.946   10.983   -0.863   -11.895   2.054   -1      0.14    531.806   3.572E14   1.811   1.316   0.026   0.092   0.69    0.23   
  11     141.102097   14.1298     0.136   -20.679   2.933   20.681   2.863   2.692   10.812   -0.806   -11.655   1.872   -1      0.14    531.806   3.572E14   1.811   1.316   0.046   0.18    0.35    0.6    
  11     141.047394   14.1923     0.141   -21.614   2.922   20.215   3.523   3.152   11.146   -0.345   -11.544   1.942   -1      0.14    531.806   3.572E14   1.811   1.316   0.013   0.066   0.8     0.15   
  11     141.081207   14.2351     0.141   -21.565   2.628   21.071   5.101   2.588   10.998   0.0      -11.041   1.7     5       0.14    531.806   3.572E14   1.811   1.316   0.014   0.235   0.06    0.82   
  11     141.120407   14.2359     0.138   -22.022   3.169   20.385   4.615   3.189   11.401   -0.581   -12.015   1.978   -1      0.14    531.806   3.572E14   1.811   1.316   0.007   0.302   0.87    0.09   
  11     141.110504   14.275      0.14    -20.79    2.445   20.926   3.346   2.562   10.758   0.437    -10.372   1.499   2       0.14    531.806   3.572E14   1.811   1.316   0.04    0.393   0.32    0.36   
  11     140.960907   14.229      0.137   -21.024   3.122   20.187   2.659   3.213   11.041   0.027    -11.065   1.956   2       0.14    531.806   3.572E14   1.811   1.316   0.029   0.367   0.71    0.12   
  11     140.974197   14.1845     0.139   -21.36    3.105   20.519   3.605   3.267   11.087   -0.599   -11.748   1.94    -1      0.14    531.806   3.572E14   1.811   1.316   0.018   0.268   0.44    0.54   
  11     140.967896   14.1036     0.143   -21.479   3.205   20.427   3.622   3.052   11.199   -0.697   -11.955   1.957   -1      0.14    531.806   3.572E14   1.811   1.316   0.015   0.358   0.76    0.19   
  11     140.948196   14.1026     0.142   -21.278   3.21    20.339   3.182   3.203   11.135   -0.712   -11.9     1.994   -1      0.14    531.806   3.572E14   1.811   1.316   0.02    0.404   0.51    0.33   
  11     140.962799   14.0567     0.142   -21.549   2.558   20.233   3.433   2.868   11.135   0.764    -10.429   1.549   2       0.14    531.806   3.572E14   1.811   1.316   0.014   0.474   0.55    0.4    
  11     141.014893   14.1866     0.138   -20.924   2.747   21.137   3.934   2.352   10.942   0.081    -10.899   1.523   5       0.14    531.806   3.572E14   1.811   1.316   0.033   0.155   0.93    0.0    
  11     141.011597   14.2433     0.14    -20.727   3.092   20.869   3.158   2.93    10.811   -0.867   -11.739   1.871   -1      0.14    531.806   3.572E14   1.811   1.316   0.044   0.299   0.41    0.23   
  11     140.971207   14.2506     0.139   -20.898   2.981   20.892   3.458   2.297   10.852   -0.844   -11.742   1.862   -1      0.14    531.806   3.572E14   1.811   1.316   0.034   0.388   0.17    0.2    
  11     141.012894   14.1227     0.141   -20.821   2.976   20.309   2.545   3.073   10.802   -0.736   -11.598   1.92    -1      0.14    531.806   3.572E14   1.811   1.316   0.038   0.195   0.5     0.25   
  11     140.969803   14.2829     0.141   -22.009   3.179   21.222   6.674   2.853   11.421   -0.563   -12.033   2.082   -1      0.14    531.806   3.572E14   1.811   1.316   0.007   0.486   0.95    0.05   
  11     141.062897   14.4803     0.138   -21.205   2.828   21.195   4.577   2.33    11.111   -0.295   -11.459   1.75    -1      0.14    531.806   3.572E14   1.811   1.316   0.022   1.023   0.07    0.84   
  11     140.762894   14.2565     0.139   -21.024   2.616   21.125   4.063   2.356   11.0     0.323    -10.738   1.611   2       0.14    531.806   3.572E14   1.811   1.316   0.029   0.984   0.19    0.71   
  11     140.677994   14.2603     0.138   -21.238   2.742   20.398   3.23    3.117   11.037   -0.084   -11.18    1.794   5       0.14    531.806   3.572E14   1.811   1.316   0.021   1.233   0.69    0.17   
  11     140.864304   14.2151     0.138   -21.42    2.929   20.847   4.306   2.565   11.283   0.276    -11.062   1.809   2       0.14    531.806   3.572E14   1.811   1.316   0.017   0.628   0.82    0.17   
  11     140.886505   14.2207     0.141   -21.061   2.372   20.517   3.122   2.304   10.903   1.185    -9.773    1.372   3       0.14    531.806   3.572E14   1.811   1.316   0.027   0.58    0.82    0.17   
  14     151.690506   25.9184     0.117   -21.081   2.358   20.157   2.82    2.572   10.87    0.421    -10.495   1.496   2       0.117   469.323   1.985E14   1.292   1.161   0.025   0.173   0.17    0.46   
  14     151.3237     25.9445     0.118   -22.536   3.033   20.032   5.212   3.187   11.59    -0.497   -12.129   1.925   -1      0.117   469.323   1.985E14   1.292   1.161   0.003   1.144   0.94    0.0    
  14     151.302704   25.9177     0.119   -20.593   2.872   20.691   2.886   2.634   10.815   -0.669   -11.538   1.672   -1      0.117   469.323   1.985E14   1.292   1.161   0.05    1.225   0.35    0.39   
  14     151.530197   25.926701   0.118   -20.838   2.774   19.901   2.238   2.982   10.896   -0.504   -11.465   1.757   -1      0.117   469.323   1.985E14   1.292   1.161   0.035   0.401   0.75    0.17   
  14     151.555893   25.8297     0.117   -21.302   2.891   20.235   3.241   3.511   11.122   -0.67    -11.832   1.879   -1      0.117   469.323   1.985E14   1.292   1.161   0.018   0.48    0.74    0.07   
  14     151.575699   25.948299   0.12    -20.822   2.76    21.486   4.593   2.021   10.659   -0.562   -11.275   1.647   -1      0.117   469.323   1.985E14   1.292   1.161   0.036   0.253   0.2     0.68   
  14     151.632202   25.9328     0.116   -20.667   2.825   20.716   3.017   2.809   10.846   -0.217   -11.116   1.634   2       0.117   469.323   1.985E14   1.292   1.161   0.044   0.0     0.36    0.46   
  14     151.904205   25.8291     0.115   -20.698   2.793   19.999   2.199   3.046   10.778   -0.241   -11.084   2.008   2       0.117   469.323   1.985E14   1.292   1.161   0.042   0.994   0.93    0.0    
  14     151.939407   25.8423     0.114   -21.242   2.5     20.48    3.536   2.456   10.926   0.088    -10.901   1.543   3       0.117   469.323   1.985E14   1.292   1.161   0.02    1.072   0.31    0.65   
  14     151.931503   25.804501   0.118   -20.94    1.762   21.614   5.148   1.814   10.421   0.618    -9.86     1.304   1       0.117   469.323   1.985E14   1.292   1.161   0.031   1.137   0.0     0.89   
  14     151.880707   26.014      0.117   -20.345   2.585   21.398   3.541   2.5     10.616   -0.248   -10.9     1.704   2       0.117   469.323   1.985E14   1.292   1.161   0.069   0.916   0.3     0.61   
  14     151.794403   25.7304     0.116   -20.525   2.637   20.667   2.764   2.593   10.694   -0.739   -11.457   1.759   -1      0.117   469.323   1.985E14   1.292   1.161   0.054   0.934   0.24    0.39   
  14     151.765396   26.025801   0.117   -20.791   2.821   20.908   3.473   2.703   10.834   -0.763   -11.674   1.878   -1      0.117   469.323   1.985E14   1.292   1.161   0.037   0.597   0.39    0.61   
  14     151.813995   25.912201   0.116   -20.33    2.641   20.376   2.201   3.107   10.605   -0.83    -11.492   1.894   -1      0.117   469.323   1.985E14   1.292   1.161   0.07    0.608   0.34    0.44   
  14     151.830399   25.9548     0.116   -21.403   2.965   20.168   3.281   2.974   11.199   -0.708   -11.963   1.928   -1      0.117   469.323   1.985E14   1.292   1.161   0.016   0.671   0.69    0.31   
  14     151.689301   25.8249     0.117   -20.672   2.889   20.424   2.641   3.276   10.847   -0.023   -10.922   1.962   2       0.117   469.323   1.985E14   1.292   1.161   0.044   0.441   0.62    0.23   
  14     151.722305   25.867399   0.117   -20.847   2.911   20.17    2.542   2.823   10.844   -0.916   -11.798   1.83    -1      0.117   469.323   1.985E14   1.292   1.161   0.035   0.36    0.61    0.34   
  14     151.757599   25.912701   0.118   -20.329   2.616   20.868   2.758   2.685   10.482   -0.033   -10.565   1.58    3       0.117   469.323   1.985E14   1.292   1.161   0.071   0.424   0.1     0.9    
  14     151.661697   25.9125     0.117   -23.074   3.07    21.197   11.403  2.578   11.895   -0.485   -12.438   1.995   4       0.117   469.323   1.985E14   1.292   1.161   0.002   0.11    0.95    0.03   
  14     151.4832     26.0007     0.115   -20.51    2.788   20.256   2.273   2.884   10.719   -0.831   -11.607   1.76    -1      0.117   469.323   1.985E14   1.292   1.161   0.055   0.633   0.58    0.42   
  14     151.4328     25.8916     0.119   -21.135   2.875   19.552   2.182   3.099   10.865   -0.867   -11.782   1.79    -1      0.117   469.323   1.985E14   1.292   1.161   0.023   0.771   0.7     0.24   
  14     151.509506   25.864201   0.118   -20.854   3.001   20.394   2.832   2.754   10.965   -0.772   -11.78    1.861   -1      0.117   469.323   1.985E14   1.292   1.161   0.034   0.532   0.1     0.85   
  14     151.515701   25.974701   0.116   -21.376   3.057   20.112   3.163   3.047   11.244   0.086    -11.212   1.807   2       0.117   469.323   1.985E14   1.292   1.161   0.017   0.491   0.51    0.49   
  14     151.397293   26.0846     0.117   -20.41    3.171   20.536   2.458   2.609   10.72    -0.516   -11.279   1.832   2       0.117   469.323   1.985E14   1.292   1.161   0.063   1.071   0.18    0.7    
  14     151.307907   25.9503     0.114   -20.395   1.896   20.568   2.51    1.973   10.405   0.427    -10.03    1.329   2       0.117   469.323   1.985E14   1.292   1.161   0.064   1.166   0.21    0.62   
  14     151.280106   25.874901   0.117   -20.546   2.047   20.925   3.157   3.141   10.492   0.327    -10.213   1.477   2       0.117   469.323   1.985E14   1.292   1.161   0.053   1.297   0.33    0.35   
  15     153.7771     24.8906     0.171   -21.817   2.298   21.758   7.556   2.36    11.096   0.976    -10.166   1.509   2       0.173   1229.685  2.868E15   2.719   3.043   0.01    0.994   0.55    0.45   
  15     153.854004   24.9555     0.174   -21.95    3.357   20.471   4.382   3.183   11.449   -0.367   -11.873   1.89    -1      0.173   1229.685  2.868E15   2.719   3.043   0.009   0.917   0.89    0.04   
