cls   ra         dec        z    Mr01      ur    mur     kr50    C    stellarmass    sfr    ssfr     Dn4000   class   Zc   sigma     Mvir      Rvir   R200   w   dist     Pe   Ps    
  15     153.959198   24.901699   0.173   -21.541   1.83    20.74    4.12    2.565   11.26    -0.674   -11.976   1.944   -1      0.173   1229.685  2.868E15   2.719   3.043   0.015   0.626   0.28    0.72   
  15     154.032806   24.892099   0.177   -21.709   3.36    20.3     3.603   2.957   11.26    -0.674   -11.976   1.944   -1      0.173   1229.685  2.868E15   2.719   3.043   0.012   0.481   0.65    0.2    
  15     154.442596   25.041599   0.17    -21.515   2.298   21.777   6.551   2.13    11.125   0.679    -10.491   1.642   2       0.173   1229.685  2.868E15   2.719   3.043   0.016   0.931   0.26    0.69   
  15     154.324295   25.1845     0.177   -21.871   1.823   21.057   5.482   2.128   10.978   1.251    -9.785    1.314   2       0.173   1229.685  2.868E15   2.719   3.043   0.01    1.155   0.17    0.63   
  15     154.109604   25.3195     0.179   -21.371   3.712   20.372   3.193   3.235   11.208   -0.822   -12.094   1.924   -1      0.173   1229.685  2.868E15   2.719   3.043   0.02    1.482   0.7     0.12   
  15     154.250793   24.959101   0.176   -21.505   3.183   20.772   4.063   2.921   11.03    -0.637   -11.713   1.74    -1      0.173   1229.685  2.868E15   2.719   3.043   0.016   0.526   0.49    0.4    
  15     154.106506   24.886499   0.182   -21.924   3.68    20.801   4.96    3.359   11.389   -0.683   -12.121   1.989   -1      0.173   1229.685  2.868E15   2.719   3.043   0.009   0.369   0.81    0.05   
  15     154.290405   25.1383     0.172   -21.955   3.038   21.197   6.141   3.368   11.251   -0.122   -11.419   1.738   -1      0.173   1229.685  2.868E15   2.719   3.043   0.009   0.993   0.66    0.04   
  15     154.294495   24.869699   0.173   -21.403   3.663   20.614   3.622   3.203   11.192   -0.82    -12.083   1.917   -1      0.173   1229.685  2.868E15   2.719   3.043   0.019   0.372   0.67    0.27   
  15     153.774307   24.812401   0.172   -21.215   3.103   20.417   3.095   2.649   11.112   -0.265   -11.443   1.734   -1      0.173   1229.685  2.868E15   2.719   3.043   0.024   0.963   0.31    0.39   
  15     153.796799   24.8069     0.174   -21.868   3.279   20.729   4.806   3.122   11.275   -0.374   -11.728   1.771   -1      0.173   1229.685  2.868E15   2.719   3.043   0.01    0.919   0.91    0.05   
  15     153.683395   24.783701   0.182   -21.927   3.244   21.086   5.784   2.672   11.362   -0.16    -11.559   1.859   -1      0.173   1229.685  2.868E15   2.719   3.043   0.009   1.223   0.74    0.11   
  15     153.784195   24.794701   0.172   -21.881   3.557   20.252   3.898   3.107   11.379   -0.738   -12.174   2.098   -1      0.173   1229.685  2.868E15   2.719   3.043   0.01    0.937   0.8     0.09   
  15     154.138199   24.742001   0.176   -21.546   3.355   20.384   3.474   3.139   11.2     -0.538   -11.776   1.867   -1      0.173   1229.685  2.868E15   2.719   3.043   0.015   0.116   0.89    0.08   
  15     154.105301   24.743099   0.175   -21.297   3.589   20.401   3.129   3.143   11.098   -0.729   -11.899   1.83    -1      0.173   1229.685  2.868E15   2.719   3.043   0.022   0.187   0.94    0.0    
  15     153.983597   24.8463     0.181   -22.095   4.328   22.079   9.718   1.551   10.659   -0.205   -10.899   1.546   -1      0.173   1229.685  2.868E15   2.719   3.043   0.007   0.527   0.32    0.03   
  15     154.022995   24.863899   0.171   -21.265   2.268   20.783   3.712   2.197   10.837   0.629    -10.259   1.483   3       0.173   1229.685  2.868E15   2.719   3.043   0.022   0.443   0.07    0.85   
  15     154.274902   24.6805     0.176   -21.226   3.077   21.273   4.502   2.217   11.091   -0.156   -11.334   1.636   -1      0.173   1229.685  2.868E15   2.719   3.043   0.024   0.317   0.46    0.39   
  15     154.177795   24.828199   0.169   -21.197   2.33    21.243   4.452   2.955   11.01    0.5      -10.568   1.535   3       0.173   1229.685  2.868E15   2.719   3.043   0.024   0.151   0.01    0.95   
  15     154.356506   24.674      0.174   -21.474   3.383   20.838   4.155   2.976   11.248   -0.463   -11.763   1.884   -1      0.173   1229.685  2.868E15   2.719   3.043   0.017   0.485   0.21    0.69   
  15     154.208893   24.704399   0.173   -21.183   3.366   20.869   3.687   2.494   11.031   -0.876   -11.954   1.952   -1      0.173   1229.685  2.868E15   2.719   3.043   0.025   0.18    0.34    0.35   
  15     154.150696   24.7999     0.17    -21.861   0.986   22.755   12.103  2.553   10.294   0.97     -9.373    1.2     1       0.173   1229.685  2.868E15   2.719   3.043   0.01    0.103   0.49    0.29   
  15     154.139694   24.812201   0.179   -21.526   3.425   20.487   3.597   2.898   11.155   -0.714   -11.914   1.911   -1      0.173   1229.685  2.868E15   2.719   3.043   0.016   0.139   0.49    0.29   
  15     154.367599   24.4305     0.174   -21.403   2.043   20.675   3.686   2.163   10.807   1.244    -9.61     1.274   1       0.173   1229.685  2.868E15   2.719   3.043   0.019   0.991   0.18    0.76   
  16     154.374802   41.019299   0.092   -20.723   1.515   21.119   3.786   2.093   10.316   0.615    -9.754    1.269   1       0.092   901.977   7.264E14   1.28    2.232   0.038   1.527   0.03    0.93   
  16     154.708801   40.9631     0.092   -20.974   2.871   19.747   2.261   3.272   10.925   -0.294   -11.266   1.976   2       0.092   901.977   7.264E14   1.28    2.232   0.027   0.709   0.51    0.44   
  16     154.5224     40.857399   0.092   -20.987   2.836   20.12    2.7     3.48    10.898   -1.14    -12.084   1.974   -1      0.092   901.977   7.264E14   1.28    2.232   0.027   1.231   0.7     0.2    
  16     154.451797   40.854599   0.094   -20.034   1.635   20.167   1.773   2.673   10.898   -1.14    -12.084   1.974   -1      0.092   901.977   7.264E14   1.28    2.232   0.1     1.424   0.61    0.28   
  16     154.510193   41.129501   0.093   -20.482   2.187   21.036   3.255   2.55    10.525   0.22     -10.35    1.492   1       0.092   901.977   7.264E14   1.28    2.232   0.054   1.286   0.03    0.94   
  16     155.044205   40.999401   0.094   -20.121   2.724   20.442   2.091   2.879   10.548   -1.1     -11.718   1.801   -1      0.092   901.977   7.264E14   1.28    2.232   0.089   0.111   0.67    0.27   
  16     155.098694   40.9986     0.088   -20.712   2.82    19.578   1.864   3.098   10.867   -0.295   -11.206   1.944   2       0.092   901.977   7.264E14   1.28    2.232   0.039   0.23    0.4     0.56   
  16     154.985992   40.975498   0.094   -20.969   2.806   19.67    2.164   2.942   10.934   -1.034   -12.024   1.941   -1      0.092   901.977   7.264E14   1.28    2.232   0.027   0.066   0.58    0.39   
  16     155.0242     40.994202   0.095   -20.343   2.712   19.949   1.842   2.701   10.647   -1.056   -11.735   1.92    -1      0.092   901.977   7.264E14   1.28    2.232   0.065   0.066   0.57    0.36   
  16     154.888901   41.022099   0.094   -21.441   2.943   19.384   2.359   3.314   11.159   -0.915   -12.138   2.063   -1      0.092   901.977   7.264E14   1.28    2.232   0.014   0.305   0.85    0.15   
  16     154.975601   40.953899   0.091   -19.805   2.667   20.565   1.926   3.038   10.366   -1.221   -11.666   1.754   -1      0.092   901.977   7.264E14   1.28    2.232   0.136   0.127   0.45    0.34   
  16     154.967102   40.988499   0.091   -22.735   2.886   20.526   7.279   2.891   11.669   -0.549   -12.26    2.093   -1      0.092   901.977   7.264E14   1.28    2.232   0.002   0.09    0.76    0.22   
  16     154.950302   40.976799   0.092   -20.406   2.596   19.728   1.722   2.67    10.675   -0.286   -11.004   1.719   2       0.092   901.977   7.264E14   1.28    2.232   0.059   0.129   0.21    0.12   
  16     154.968002   41.181999   0.099   -20.896   2.567   20.49    3.028   2.861   10.949   0.354    -10.658   1.648   2       0.092   901.977   7.264E14   1.28    2.232   0.031   0.673   0.08    0.92   
  16     154.763504   41.132801   0.091   -21.108   2.777   20.192   2.947   3.217   10.949   -0.921   -11.894   1.839   -1      0.092   901.977   7.264E14   1.28    2.232   0.023   0.738   0.69    0.27   
  16     155.211105   40.957001   0.095   -21.586   2.852   19.62    2.808   3.029   11.183   -0.909   -12.121   2.037   -1      0.092   901.977   7.264E14   1.28    2.232   0.012   0.552   0.81    0.11   
  16     155.125702   41.061401   0.095   -20.699   2.752   20.497   2.795   3.047   10.735   -1.139   -11.912   1.938   -1      0.092   901.977   7.264E14   1.28    2.232   0.04    0.403   0.41    0.59   
  16     155.476105   41.108601   0.091   -21.318   2.855   19.577   2.46    2.554   11.111   -0.992   -12.154   1.934   -1      0.092   901.977   7.264E14   1.28    2.232   0.017   1.204   0.86    0.11   
  16     155.473999   41.080502   0.091   -21.609   2.42    20.531   4.362   2.349   11.053   0.084    -11.017   1.663   5       0.092   901.977   7.264E14   1.28    2.232   0.011   1.18    0.04    0.93   
  16     155.463699   41.1306     0.09    -20.667   2.837   19.5     1.761   3.184   10.77    -1.176   -11.999   1.942   -1      0.092   901.977   7.264E14   1.28    2.232   0.041   1.193   0.86    0.11   
  16     154.968506   40.977402   0.089   -20.395   2.798   19.909   1.874   3.189   10.67    -1.281   -12.017   1.974   -1      0.092   901.977   7.264E14   1.28    2.232   0.06    0.087   0.76    0.03   
  16     155.003204   41.023998   0.088   -21.445   2.586   20.932   4.867   2.119   11.118   -0.409   -11.572   1.911   5       0.092   901.977   7.264E14   1.28    2.232   0.014   0.124   0.14    0.86   
  16     155.214005   40.950401   0.096   -20.095   2.746   20.393   2.016   2.645   10.559   -1.023   -11.644   1.774   -1      0.092   901.977   7.264E14   1.28    2.232   0.092   0.561   0.81    0.11   
  16     155.035294   41.009399   0.095   -19.959   2.577   20.808   2.293   2.749   10.481   -1.235   -11.749   1.965   -1      0.092   901.977   7.264E14   1.28    2.232   0.111   0.132   0.73    0.14   
  16     155.155899   41.034801   0.094   -19.827   2.495   20.763   2.122   2.719   10.409   -0.325   -10.784   1.64    2       0.092   901.977   7.264E14   1.28    2.232   0.133   0.418   0.23    0.68   
  16     154.964493   41.091702   0.087   -20.289   2.12    21.216   3.262   2.168   10.524   0.378    -10.193   1.36    1       0.092   901.977   7.264E14   1.28    2.232   0.069   0.331   0.02    0.98   
  16     154.985199   40.950199   0.092   -19.964   2.261   21.232   2.808   2.336   10.484   -0.451   -10.983   1.704   2       0.092   901.977   7.264E14   1.28    2.232   0.11    0.142   0.45    0.34   
  16     155.393799   41.101398   0.092   -19.976   1.793   20.431   1.961   2.098   10.289   0.543    -9.791    1.225   1       0.092   901.977   7.264E14   1.28    2.232   0.108   1.025   0.29    0.55   
  16     155.238998   41.139801   0.093   -20.539   2.803   19.716   1.826   3.146   10.639   -1.234   -11.918   1.859   -1      0.092   901.977   7.264E14   1.28    2.232   0.05    0.767   1.0     0.0    
  16     155.166901   40.956299   0.098   -20.959   2.773   19.708   2.182   2.942   10.916   -0.848   -11.791   1.915   -1      0.092   901.977   7.264E14   1.28    2.232   0.028   0.442   0.62    0.33   
  16     154.400208   41.0126     0.092   -21.056   2.506   19.767   2.369   2.909   10.859   -0.37    -11.285   1.661   5       0.092   901.977   7.264E14   1.28    2.232   0.024   1.459   0.67    0.29   
  16     154.877197   40.908798   0.091   -20.844   2.603   19.592   1.984   3.099   10.745   -0.903   -11.696   1.818   -1      0.092   901.977   7.264E14   1.28    2.232   0.032   0.388   0.81    0.16   
  16     154.9328     40.988602   0.09    -21.15    2.919   19.375   2.069   2.942   11.047   -1.048   -12.142   2.033   -1      0.092   901.977   7.264E14   1.28    2.232   0.021   0.152   0.21    0.12   
  16     154.535904   41.119999   0.093   -20.427   2.348   20.366   2.329   2.753   10.519   -0.303   -10.871   1.55    5       0.092   901.977   7.264E14   1.28    2.232   0.058   1.217   0.14    0.72   
  16     154.776199   40.984901   0.093   -20.304   2.732   21.649   3.979   2.152   10.639   -1.042   -11.721   2.006   -1      0.092   901.977   7.264E14   1.28    2.232   0.069   0.545   0.07    0.83   
  16     154.858994   40.798302   0.093   -20.956   2.628   20.509   3.165   2.402   10.919   -0.68    -11.629   1.88    5       0.092   901.977   7.264E14   1.28    2.232   0.028   0.715   0.29    0.69   
  16     155.139893   41.374802   0.092   -20.213   2.253   20.402   2.146   2.772   10.541   0.452    -10.144   1.43    2       0.092   901.977   7.264E14   1.28    2.232   0.078   1.3     0.07    0.88   
  16     155.224106   41.367401   0.092   -21.835   2.534   21.185   6.513   2.451   11.209   -0.259   -11.53    1.864   -1      0.092   901.977   7.264E14   1.28    2.232   0.008   1.337   0.06    0.94   
  16     155.406601   41.280602   0.092   -20.234   2.572   19.953   1.764   2.977   10.57    -0.305   -10.927   1.589   2       0.092   901.977   7.264E14   1.28    2.232   0.075   1.368   0.27    0.68   
  16     155.476501   41.270401   0.094   -19.863   2.564   20.35    1.782   3.093   10.365   -0.81    -11.245   1.692   -1      0.092   901.977   7.264E14   1.28    2.232   0.127   1.496   0.43    0.21   
  18     157.607803   35.215199   0.123   -20.775   3.181   20.202   2.415   2.998   10.906   -0.91    -11.857   1.91    -1      0.122   512.039   1.913E14   1.046   1.267   0.039   1.449   0.79    0.15   
  18     157.703903   34.956799   0.12    -21.182   2.65    20.692   3.659   3.166   10.878   -0.354   -11.279   1.752   4       0.122   512.039   1.913E14   1.046   1.267   0.022   0.908   0.5     0.5    
  18     158.099594   35.2952     0.122   -21.031   2.762   20.42    3.019   3.032   11.016   -0.184   -11.242   1.67    -1      0.122   512.039   1.913E14   1.046   1.267   0.027   1.476   0.21    0.38   
  18     158.053497   35.0793     0.121   -20.699   2.918   20.636   2.86    2.438   10.799   -0.778   -11.635   2.027   -1      0.122   512.039   1.913E14   1.046   1.267   0.043   0.657   0.29    0.54   
  18     158.022095   35.248798   0.122   -20.525   2.66    21.108   3.279   2.45    10.498   -0.727   -11.271   1.71    -1      0.122   512.039   1.913E14   1.046   1.267   0.055   1.107   0.19    0.51   
  18     157.950302   35.0984     0.122   -21.414   1.684   20.149   3.175   2.55    10.697   1.501    -9.252    1.275   3       0.122   512.039   1.913E14   1.046   1.267   0.016   0.299   0.41    0.43   
  18     157.924103   35.0448     0.12    -20.958   2.912   19.864   2.265   3.036   10.887   -0.787   -11.736   1.876   -1      0.122   512.039   1.913E14   1.046   1.267   0.03    0.0     0.83    0.1    
  18     158.006699   35.048      0.121   -20.747   3.004   20.132   2.319   2.967   10.904   -0.832   -11.795   1.908   -1      0.122   512.039   1.913E14   1.046   1.267   0.04    0.456   0.94    0.0    
  18     157.911606   35.1329     0.122   -21.183   2.97    19.923   2.574   3.065   10.961   -0.889   -11.896   1.897   -1      0.122   512.039   1.913E14   1.046   1.267   0.022   0.398   0.58    0.42   
  18     157.920105   35.0005     0.122   -20.781   1.629   21.286   3.992   2.512   10.466   0.591    -9.92     1.321   1       0.122   512.039   1.913E14   1.046   1.267   0.038   0.284   0.01    0.93   
  18     157.979294   35.011101   0.124   -20.716   2.8     20.485   2.674   3.106   10.926   -0.414   -11.388   2.017   -1      0.122   512.039   1.913E14   1.046   1.267   0.042   0.42    0.6     0.26   
  18     157.960297   35.061298   0.124   -20.634   2.77    20.714   2.862   2.797   10.742   -0.704   -11.521   1.904   -1      0.122   512.039   1.913E14   1.046   1.267   0.047   0.267   0.29    0.64   
