 cls ig      ra           dec       ty 
 28 156     200.56708     -26.37722  3
 28 157     200.56209     -26.34111  2
 28 158     200.28958     -26.38278  2
 28 159     200.22000     -26.35278  1
 28 160     201.57124     -26.32222  3
 28 161     201.18959     -26.34139  2
 28 162     200.93124     -26.31944  1
 28 163     200.62917     -26.23833  3
 28 164     200.44458     -26.25778  3
 28 165     200.94624     -26.17972  3
 28 166     200.73167     -26.20500  3
 28 167     200.63667     -26.20389  1
 28 168     200.52374     -26.20528  3
 28 169     200.52625     -26.15583  3
 28 170     200.50667     -26.13194  3
 29   1     216.29875      16.21556  3
 29   2     216.13708      16.20417  2
 29   3     215.79250      16.18444  2
 29   4     216.12666      16.35389  3
 29   5     215.59125      16.39444  3
 29   6     215.40375      16.40195  2
 29   7     216.81375      16.43000  2
 29   8     216.73000      16.40639  3
 29   9     216.38542      16.43278  2
 29  10     216.37875      16.42056  3
 29  11     216.28792      16.41750  3
 29  12     216.26208      16.41611  3
 29  13     215.47667      16.44111  3
 29  14     215.48625      16.47250  3
 29  15     216.45291      16.61139  2
 29  16     216.39417      16.61417  3
 29  17     216.24458      16.63528  2
 29  18     216.14792      16.60861  1
 29  19     215.98958      16.60944  3
 29  20     215.38834      16.60417  3
 29  21     216.48958      16.69083  3
 29  22     216.24834      16.75250  3
 29  23     215.91792      16.76028  1
 29  24     215.61292      16.71972  3
 29  25     216.23000      16.78000  2
 29  26     216.23000      16.79583  2
 29  27     216.22084      16.81111  3
 29  28     216.20917      16.82806  2
 29  29     216.14917      16.82611  2
 29  30     215.45667      16.77861  3
 29  31     216.32916      16.84444  2
 29  32     216.09500      16.86000  2
 29  33     216.03291      16.83194  1
 29  34     216.03876      16.88389  3
 29  35     215.88417      16.85889  3
 29  36     215.51750      16.86611  3
 29  37     216.43666      16.91500  3
 29  38     216.21666      16.92472  3
 29  39     216.12083      16.90111  3
 29  40     216.10916      16.90472  2
 29  41     216.07208      16.91278  1
 29  42     216.03500      16.92111  1
 29  43     215.99959      16.91556  3
 29  44     215.99333      16.91556  2
 29  45     215.96208      16.94806  3
 29  46     216.62500      16.94750  3
 29  47     216.35834      17.00528  3
 29  48     216.04709      16.98500  1
 29  49     216.04916      16.99917  2
 29  50     216.03000      16.98861  1
 29  51     216.01791      16.97000  2
 29  52     215.83542      16.97167  2
 29  53     216.38167      17.05250  3
 29  54     216.22917      17.05639  1
 29  55     216.05167      17.04445  2
 29  56     216.03084      17.04333  3
 29  57     216.00417      17.02500  1
 29  58     216.04541      17.07222  1
 29  59     215.99042      17.02306  3
 29  60     216.31334      17.12472  1
 29  61     216.02959      17.08111  3
 29  62     215.94250      17.12861  3
 29  63     216.63042      17.18556  2
 29  64     215.99417      17.17500  2
 29  65     216.36958      17.19806  3
 29  66     216.28917      17.22972  3
 29  67     216.57625      17.24972  3
 29  68     216.00250      17.31611  3
 29  69     215.85001      17.26750  2
 29  70     215.63083      17.26500  2
 29  71     216.49249      17.38861  3
 29  72     216.45375      17.37361  3
 29  73     215.92500      17.38194  3
 29  74     216.53999      17.47333  3
 29  75     216.42999      17.44000  3
 29  76     215.53958      17.47917  3
 29  77     216.74042      17.49750  2
 29  78     216.72917      17.52000  2
 29  79     216.65791      17.54361  2
 29  80     216.25958      17.53000  2
 29  81     216.07042      17.50139  2
 29  82     215.75125      17.51667  2
 29  83     215.70750      17.52222  3
 29  84     215.66583      17.55472  2
 29  85     216.59416      17.55889  2
 29  86     216.55376      17.55833  3
 29  87     216.07584      17.61667  2
 29  88     215.64999      17.62500  3
 30   1     222.63251      16.23611  3
 30   2     222.15208      16.31167  3
 30   3     222.23459      16.37389  1
 30   4     222.40208      16.42639  3
 30   5     222.38750      16.42500  3
 30   6     221.94376      16.42389  2
 30   7     223.25291      16.47583  3
 30   8     223.18666      16.45389  2
 30   9     223.10667      16.45278  2
 30  10     223.08501      16.42389  1
 30  11     223.04167      16.44111  2
 30  12     223.00166      16.45555  2
 30  13     222.64917      16.55000  1
 30  14     222.53500      16.54889  3
 30  15     223.01042      16.55333  1
 30  16     222.97208      16.57000  1
 30  17     222.82167      16.60528  1
 30  18     222.62750      16.56028  2
 30  19     222.39874      16.60028  3
 30  20     222.33208      16.56694  2
 30  21     222.27959      16.60194  3
 30  22     222.22749      16.57250  3
 30  23     223.28876      16.65806  2
 30  24     222.96083      16.63833  2
 30  25     222.53708      16.66833  3
 30  26     222.23666      16.63833  2
 30  27     222.78999      16.66528  1
 30  28     223.24834      16.70222  3
 30  29     223.09125      16.70056  3
 30  30     222.23625      16.67917  3
 30  31     222.16542      16.68111  3
 30  32     223.35834      16.75111  3
 30  33     223.24292      16.74361  3
 30  34     223.20250      16.73028  3
 30  35     222.94458      16.72778  2
 30  36     222.27750      16.74944  3
 30  37     222.31958      16.78611  1
 30  38     222.74458      16.84194  2
 30  39     222.69792      16.79250  1
 30  40     222.64874      16.82861  3
 30  41     222.64291      16.83833  2
 30  42     222.46417      16.81639  3
 30  43     222.40750      16.81889  2
 30  44     222.37459      16.84028  3
 30  45     222.31500      16.81583  1
 30  46     222.85249      16.89944  2
 30  47     222.76875      16.86139  1
 30  48     222.73750      16.88833  3
 30  49     222.72833      16.91222  3
 30  50     222.70541      16.86944  2
 30  51     222.68916      16.86083  2
 30  52     222.68417      16.90250  3
 30  53     222.67041      16.88333  1
 30  54     222.65791      16.89833  1
 30  55     222.64833      16.89194  3
 30  56     222.64667      16.90389  1
 30  57     222.64583      16.89389  1
 30  58     222.60875      16.90944  2
 30  59     222.55792      16.89444  3
 30  60     222.48750      16.86917  3
 30  61     222.22667      16.90055  3
 30  62     222.88126      16.91611  3
 30  63     222.65292      16.92861  3
 30  64     222.64166      16.95111  2
 30  65     222.64000      16.95278  2
 30  66     222.58208      16.96694  3
 30  67     222.49042      16.92139  2
 30  68     222.35333      16.92306  2
 30  69     222.29791      16.96167  3
 30  70     222.02667      16.95083  3
 30  71     221.98375      16.92583  3
 30  72     221.91333      16.94472  3
 30  73     221.87416      16.94444  1
 30  74     222.86041      16.99667  3
 30  75     222.60709      17.02361  3
 30  76     222.49001      16.99833  2
 30  77     221.91251      17.01750  2
 30  78     221.90375      17.01583  1
 30  79     222.74001      17.08278  3
 30  80     222.52167      17.04917  2
 30  81     222.98375      17.11500  2
 30  82     222.72458      17.13528  2
 30  83     222.71834      17.12361  3
 30  84     222.59833      17.10556  1
 30  85     222.49001      17.14389  3
 30  86     222.44708      17.10667  2
 30  87     222.43333      17.14222  3
 30  88     221.95917      17.15889  2
 30  89     222.72749      17.21417  2
 30  90     222.71333      17.19806  3
 30  91     222.52126      17.19194  3
 30  92     222.49458      17.16694  3
 30  93     222.76208      17.26167  3
 30  94     222.70667      17.24472  2
 30  95     222.59625      17.25000  2
 30  96     222.58833      17.23444  2
 30  97     222.55458      17.26500  3
 30  98     222.50084      17.27944  1
 30  99     222.48083      17.22889  3
 30 100     222.47125      17.24222  3
 30 101     222.01625      17.25945  3
 30 102     221.92458      17.25333  3
 30 103     221.88333      17.28667  2
 30 104     222.76875      17.30889  3
 30 105     222.51625      17.32417  2
 30 106     222.50166      17.30833  3
 30 107     222.35208      17.31000  2
 30 108     221.95375      17.33805  2
 30 109     222.99167      17.38917  3
 30 110     222.82666      17.34889  3
 30 111     222.58208      17.38056  1
 30 112     222.51791      17.34861  2
 30 113     222.47000      17.34722  2
 30 114     222.21292      17.39305  3
 30 115     222.92500      17.41750  2
 30 116     222.47542      17.45167  2
 30 117     222.00125      17.46861  3
 30 118     222.79834      17.48944  3
 30 119     222.48291      17.51694  2
 30 120     222.67209      17.56444  3
 30 121     221.99249      17.57472  3
 30 122     222.87833      17.64583  3
 30 123     222.57333      17.65195  3
 30 124     222.47874      17.64472  3
 31   1     223.42416      18.25417  3
 31   2     223.40541      18.24611  1
 31   3     223.16875      18.23750  3
 31   4     223.06625      18.26222  3
 31   5     222.83583      18.27222  2
 31   6     223.21959      18.31944  3
 31   7     223.17416      18.28417  3
 31   8     223.12541      18.30583  3
 31   9     222.81000      18.30028  3
 31  10     222.75708      18.40389  3
 31  11     222.59541      18.40222  3
 31  12     222.52583      18.35889  2
 31  13     222.49500      18.35139  3
 31  14     223.31876      18.48389  3
 31  15     223.08833      18.48444  2
 31  16     223.53958      18.57195  3
 31  17     222.78416      18.57917  2
 31  18     223.53917      18.57722  2
 31  19     223.13959      18.62556  3
 31  20     222.99667      18.62278  3
 31  21     222.94458      18.63500  1
 31  22     223.10374      18.67361  3
 31  23     223.09917      18.69417  3
 31  24     222.94125      18.65028  3
 31  25     222.91833      18.67833  3
 31  26     222.90875      18.67444  3
 31  27     222.77333      18.69361  1
 31  28     223.25125      18.72417  2
 31  29     222.99834      18.75444  3
 31  30     223.12291      18.76472  3
 31  31     223.06750      18.82111  2
 31  32     222.96208      18.82000  3
 31  33     222.86084      18.77056  3
 31  34     223.49709      18.87000  3
 31  35     223.05583      18.84250  1
 31  36     222.94333      18.85917  2
 31  37     222.88916      18.85389  3
 31  38     223.16583      18.93611  2
 31  39     223.07542      18.88833  2
 31  40     223.00250      18.93667  3
 31  41     223.15208      18.89389  3
 31  42     223.14708      18.95778  3
 31  43     223.08875      18.97194  1
 31  44     223.30042      19.03861  3
 31  45     223.27499      19.03500  3
 31  46     223.25333      19.06194  3
 31  47     223.15125      19.03695  3
 31  48     223.73250      19.05778  2
 31  49     222.28334      19.11555  3
 31  50     222.32875      19.12972  3
 31  51     222.99333      19.16583  2
 31  52     222.87125      19.16222  3
 31  53     223.52083      19.29194  2
 31  54     222.68459      19.28389  3
 31  55     223.51292      19.48222  2
 31  56     223.35042      19.47944  1
 31  57     223.52959      19.49000  3
 31  58     223.34291      19.48917  3
 31  59     223.40625      19.53472  3
 31  60     223.43333      19.55417  2
 31  61     223.41376      18.70111  3
 32   1     227.24750       6.90222  3
 32   2     227.92334       6.98694  2
 32   3     227.69501       6.98111  3
 32   4     227.43124       7.10806  2
 32   5     227.39667       7.11917  3
 32   6     227.28416       7.10250  3
 32   7     226.95416       7.08139  3
 32   8     227.81084       7.11861  3
 32   9     227.29417       7.16528  2
 32  10     228.16833       7.20722  3
 32  11     227.91959       7.19139  3
 32  12     227.79459       7.17917  3
 32  13     227.75542       7.17750  3
 32  14     227.79625       7.26389  1
 32  15     227.58125       7.26306  3
 32  16     227.31084       7.29333  3
 32  17     227.78166       7.29944  3
 32  18     227.61166       7.33056  3
 32  19     227.54375       7.30111  1
 32  20     226.94583       7.36472  3
 32  21     227.77208       7.41472  3
 32  22     227.69125       7.41139  3
 32  23     227.08624       7.36778  2
 32  24     226.87334       7.40333  1
 32  25     228.10249       7.43278  3
 32  26     227.68042       7.47194  2
 32  27     227.64667       7.48000  3
 32  28     227.40375       7.43806  3
 32  29     227.26709       7.44028  1
 32  30     227.25500       7.45000  1
 32  31     227.23375       7.46194  2
 32  32     228.16624       7.50056  3
 32  33     228.11749       7.49528  2
 32  34     227.65042       7.51278  3
 32  35     227.64667       7.51222  2
 32  36     227.61292       7.53194  3
 32  37     227.48500       7.49528  3
 32  38     227.47708       7.49083  1
 32  39     227.23375       7.50778  1
 32  40     227.81166       7.54194  2
 32  41     227.56958       7.58028  1
 32  42     227.39209       7.57694  1
 32  43     227.22667       7.56944  1
 32  44     227.12250       7.55278  3
 32  45     227.01791       7.60556  3
 32  46     227.00667       7.60417  3
 32  47     227.73500       7.62472  2
 32  48     227.67833       7.62444  2
 32  49     227.59917       7.61167  2
 32  50     227.58376       7.61306  2
 32  51     227.58542       7.62111  1
 32  52     227.58376       7.64028  2
 32  53     227.56792       7.63444  2
 32  54     227.54375       7.63889  2
 32  55     227.53084       7.61889  1
 32  56     227.23917       7.65667  2
 32  57     228.27167       7.66028  3
 32  58     227.77126       7.70750  2
 32  59     227.63126       7.71111  1
 32  60     227.62334       7.69528  2
 32  61     227.55208       7.70667  1
 32  62     227.53416       7.68000  2
 32  63     227.50209       7.70028  2
 32  64     227.48500       7.68111  3
 32  65     227.37584       7.70611  3
 32  66     227.31667       7.68139  3
 32  67     227.20375       7.67667  1
 32  68     227.15042       7.72028  3
 32  69     228.09666       7.77611  3
 32  70     227.57083       7.74694  2
 32  71     227.52333       7.74444  2
 32  72     227.43459       7.75167  3
 32  73     227.99167       7.80083  3
 32  74     228.01375       7.78250  2
 32  75     227.68584       7.80917  2
 32  76     227.56084       7.79278  3
 32  77     227.16708       7.83306  3
 32  78     227.15083       7.82806  2
 32  79     227.04083       7.84083  3
 32  80     226.97833       7.84361  2
 32  81     226.93208       7.81778  3
 32  82     228.19501       7.87111  3
 32  83     227.35333       7.90000  2
 32  84     227.17876       7.86028  3
 32  85     226.98167       7.90639  2
 32  86     226.96292       7.89444  3
 32  87     226.92999       7.89639  2
 32  88     226.90292       7.86528  2
 32  89     227.75250       7.93806  3
 32  90     227.53166       7.94917  2
 32  91     227.48250       7.91444  3
 32  92     227.02458       7.96306  3
 32  93     228.19458       7.96611  3
 32  94     227.99875       8.07694  2
 32  95     227.67999       8.05139  3
 32  96     227.49042       8.08278  1
 32  97     226.87375       8.07000  2
 32  98     227.36792       8.09583  3
 32  99     227.75667       8.18611  3
 32 100     227.50751       8.16056  2
 32 101     227.34750       8.17556  2
 32 102     227.12541       8.18222  2
 32 103     227.95209       8.24500  3
 32 104     227.69875       8.23278  3
 32 105     227.42500       8.25556  3
 32 106     227.02126       8.23000  2
 32 107     227.79167       8.27194  3
 32 108     227.55125       8.29750  3
 32 109     227.16667       8.32139  3
 32 110     226.86917       8.32417  2
 32 111     227.00041       8.37417  3
 33   1     230.72833       8.13222  3
 33   2     230.40250       8.12944  2
 33   3     229.58708       8.12972  3
 33   4     229.52875       8.13389  3
 33   5     229.65042       8.19833  3
 33   6     230.56375       8.21167  3
 33   7     230.54459       8.20750  3
 33   8     230.13083       8.21861  3
 33   9     230.09750       8.25972  3
 33  10     229.95833       8.22722  2
 33  11     229.54459       8.23222  2
 33  12     229.80083       8.32306  3
 33  13     230.50041       8.32889  3
 33  14     230.30333       8.34389  3
 33  15     230.27792       8.35694  3
 33  16     229.69041       8.37306  1
 33  17     230.83749       8.40222  2
 33  18     230.82666       8.48222  3
 33  19     230.39999       8.49167  3
 33  20     229.98917       8.46250  2
 33  21     229.92250       8.48917  2
 33  22     229.64000       8.48861  2
 33  23     229.50958       8.46611  1
 33  24     230.51500       8.54972  3
 33  25     230.12042       8.52694  3
 33  26     229.99458       8.53083  2
 33  27     229.98625       8.53028  3
 33  28     229.85208       8.54361  2
 33  29     230.85417       8.57028  2
 33  30     230.65916       8.58861  2
 33  31     230.60458       8.60111  2
 33  32     230.32375       8.61417  2
 33  33     230.22792       8.57139  3
 33  34     230.22667       8.58167  2
 33  35     230.12250       8.57833  2
 33  36     229.87125       8.60222  1
 33  37     229.80917       8.59417  3
 33  38     229.61250       8.57639  3
 33  39     229.61874       8.62417  2
 33  40     230.65791       8.66611  3
 33  41     230.32167       8.63528  2
 33  42     230.15500       8.63444  2
 33  43     230.14250       8.64306  3
 33  44     230.04666       8.65028  2
 33  45     230.02499       8.67417  2
 33  46     230.18584       8.68306  2
 33  47     230.52959       8.72083  3
 33  48     230.44417       8.72111  3
 33  49     230.19417       8.72806  3
 33  50     230.17334       8.70639  2
 33  51     230.13750       8.71944  2
 33  52     230.12459       8.69917  3
 33  53     230.10667       8.71333  2
 33  54     230.09250       8.70806  3
 33  55     230.09750       8.73861  2
 33  56     229.92416       8.72778  2
 33  57     230.05624       8.71917  2
 33  58     230.22708       8.79611  2
 33  59     230.20459       8.75083  2
 33  60     230.16458       8.78722  1
 33  61     230.16208       8.79000  2
 33  62     230.15334       8.78111  1
 33  63     230.08667       8.80528  2
 33  64     230.04500       8.75778  2
 33  65     229.96834       8.75833  2
 33  66     229.60709       8.80361  3
 33  67     230.69125       8.81250  2
 33  68     230.48375       8.81250  3
 33  69     230.43292       8.85722  2
 33  70     230.33708       8.82472  2
 33  71     230.20583       8.84056  1
 33  72     230.20084       8.82278  1
 33  73     230.18791       8.81194  2
 33  74     230.16917       8.85472  2
 33  75     230.15791       8.82056  3
 33  76     230.14751       8.82889  3
 33  77     230.12875       8.82778  2
 33  78     230.11375       8.85556  1
 33  79     230.08458       8.85694  3
 33  80     230.01875       8.85639  1
 33  81     229.98584       8.81583  3
 33  82     229.98625       8.81889  2
 33  83     229.98584       8.82333  2
 33  84     229.63333       8.84583  3
 33  85     230.81667       8.89361  3
 33  86     230.80624       8.87750  3
 33  87     230.65916       8.89389  2
 33  88     230.22917       8.90083  3
 33  89     230.21042       8.92583  2
 33  90     230.11375       8.92278  2
 33  91     230.09291       8.89639  3
 33  92     230.42500       8.97250  2
 33  93     230.30708       8.93611  1
 33  94     230.14375       8.93306  3
 33  95     230.02625       8.96750  1
 33  96     229.94583       8.94556  3
 33  97     230.47874       9.01056  2
 33  98     230.42125       9.04111  3
 33  99     230.35834       9.01917  3
 33 100     230.21542       8.99083  3
 33 101     230.14917       9.02778  2
 33 102     230.08167       9.01083  3
 33 103     230.32542       9.09083  2
 33 104     230.34291       9.16417  1
 33 105     230.29958       9.16444  3
 33 106     229.57333       9.12167  3
 33 107     229.55583       9.16972  2
 33 108     230.75833       9.27111  3
 33 109     230.62917       9.25667  3
 33 110     229.56334       9.32278  2
 33 111     230.12958       9.37778  1
 33 112     230.59917       9.40833  2
 33 113     230.65250       9.49861  1
 33 114     230.29459       9.52278  1
 33 115     230.32959       9.55361  3
 34   1     240.27708      17.19528  2
 34   2     241.28041      17.24778  2
 34   3     241.10583      17.32472  3
 34   4     240.51625      17.31667  2
 34   5     240.47792      17.34111  3
 34   6     240.34708      17.32139  1
 34   7     240.31833      17.33528  1
 34   8     240.20876      17.31000  3
 34   9     240.13916      17.30556  2
 34  10     240.38542      17.37694  3
 34  11     241.07875      17.43056  2
 34  12     240.98584      17.43556  3
 34  13     240.90709      17.44194  1
 34  14     240.88167      17.44111  3
 34  15     240.44624      17.41833  1
 34  16     240.42125      17.44139  1
 34  17     240.12250      17.44222  3
 34  18     240.91042      17.47472  3
 34  19     240.87000      17.49611  3
 34  20     240.63374      17.48278  3
 34  21     240.59833      17.48556  3
 34  22     240.35417      17.47445  3
 34  23     240.24374      17.50417  2
 34  24     240.73750      17.55694  3
 34  25     240.52000      17.57195  3
 34  26     240.30167      17.56972  3
 34  27     241.13792      17.62528  3
 34  28     240.96666      17.59389  3
 34  29     240.89500      17.61361  1
 34  30     240.62500      17.58306  3
 34  31     240.56291      17.60444  3
 34  32     240.32124      17.61639  3
 34  33     240.75084      17.67444  3
 34  34     240.49458      17.69861  1
 34  35     240.43791      17.69056  3
 34  36     241.10667      17.72528  3
 34  37     240.96791      17.73528  2
 34  38     240.87625      17.71639  3
 34  39     240.82791      17.72583  3
 34  40     240.82458      17.73500  1
 34  41     240.46709      17.71778  2
 34  42     240.27916      17.72167  3
 34  43     241.32500      17.77250  3
 34  44     241.28833      17.79417  3
 34  45     241.13834      17.78139  3
 34  46     240.82584      17.82250  3
 34  47     240.81125      17.81556  3
 34  48     240.76500      17.79028  2
 34  49     240.71666      17.78389  3
 34  50     240.64166      17.77944  2
 34  51     240.61542      17.77417  3
 34  52     240.55708      17.78417  2
 34  53     241.25874      17.82889  2
 34  54     241.08749      17.82972  3
 34  55     241.08749      17.85611  2
 34  56     241.07167      17.84750  3
 34  57     240.95042      17.83556  1
 34  58     240.92209      17.82778  2
 34  59     240.87375      17.85194  3
 34  60     240.79750      17.83167  3
 34  61     240.75333      17.84306  2
 34  62     240.72417      17.86555  2
 34  63     240.60249      17.83611  1
 34  64     240.58667      17.85695  2
 34  65     240.58333      17.85278  1
 34  66     240.57001      17.85695  1
 34  67     240.54875      17.88583  3
 34  68     240.54709      17.87750  3
 34  69     240.26334      17.86944  1
 34  70     241.26666      17.93444  1
 34  71     241.13792      17.92278  1
 34  72     241.10208      17.89417  2
 34  73     241.09958      17.91694  3
 34  74     241.07625      17.90944  3
 34  75     241.08958      17.92917  1
 34  76     241.02458      17.92139  2
 34  77     240.84750      17.90195  2
 34  78     240.84209      17.93611  2
 34  79     240.82959      17.90472  1
 34  80     240.81625      17.90278  3
 34  81     240.73083      17.89333  2
 34  82     240.72125      17.89194  3
 34  83     240.69376      17.91000  1
 34  84     240.25458      17.93333  3
 34  85     241.21375      17.98195  2
 34  86     241.19667      17.98500  1
 34  87     241.17583      17.98944  3
 34  88     241.19292      17.95222  3
 34  89     241.09792      17.98333  1
 34  90     240.80333      17.96472  3
 34  91     240.78250      17.98944  3
 34  92     240.69583      17.96583  2
 34  93     240.68709      18.00528  2
 34  94     240.59541      17.97111  3
 34  95     241.08583      18.02555  3
 34  96     241.03250      18.06250  2
 34  97     240.81084      18.06306  3
 34  98     240.79916      18.04472  3
 34  99     240.53375      18.01389  3
 34 100     240.99667      18.08805  3
 34 101     240.81958      18.09750  3
 34 102     240.78041      18.10500  2
 34 103     240.54791      18.12333  3
 34 104     240.48083      18.11722  3
 34 105     240.15459      18.10861  3
 34 106     241.32083      18.17333  2
 34 107     241.19624      18.15528  3
 34 108     240.96249      18.17000  3
 34 109     240.88208      18.15083  3
 34 110     240.60583      18.16778  2
 34 111     240.99667      18.21167  2
 34 112     240.94125      18.21583  1
 34 113     240.89500      18.19667  1
 34 114     240.85583      18.19028  3
 34 115     240.82333      18.21445  3
 34 116     240.65750      18.24000  3
 34 117     240.06166      18.23778  3
 34 118     240.94792      18.24694  3
 34 119     240.89417      18.25444  2
 34 120     240.85583      18.29889  2
 34 121     240.82542      18.29472  3
 34 122     240.53250      18.27444  3
 34 123     240.03375      18.26556  3
 34 124     241.16208      18.35583  2
 34 125     241.00792      18.30500  2
 34 126     241.00333      18.31639  3
 34 127     240.94208      18.32972  3
 34 128     240.91000      18.35444  3
 34 129     240.68541      18.32278  3
 34 130     240.55959      18.34528  2
 34 131     241.29666      18.37694  1
 34 132     241.06541      18.40167  2
 34 133     241.06166      18.40222  3
 34 134     241.00833      18.38361  2
 34 135     240.84416      18.40750  3
 34 136     240.42291      18.43000  2
 34 137     240.04167      18.40361  2
 34 138     241.41792      18.42750  3
 34 139     241.05251      18.44861  2
 34 140     240.99001      18.46250  3
 34 141     240.92084      18.44611  2
 34 142     240.80583      18.47528  3
 34 143     240.77417      18.44972  2
 34 144     240.58542      18.45056  3
 34 145     240.53833      18.46194  3
 34 146     240.44542      18.46639  2
 34 147     241.01875      18.49528  3
 34 148     241.00250      18.54806  3
 34 149     240.75917      18.50139  1
 34 150     241.35417      18.61194  2
 34 151     241.24249      18.58528  3
 34 152     240.91042      18.59861  3
 34 153     240.43750      18.59056  3
 34 154     240.14833      18.58194  3
 34 155     240.78708      17.89167  3
 34 156     240.78166      17.88889  3
 34 157     240.86000      18.24250  1
 35   1     257.82501      78.55861  2
 35   2     257.41290      78.57861  2
 35   3     256.97833      78.59139  2
 35   4     256.96167      78.53778  2
 35   5     255.77708      78.58111  3
 35   6     255.39583      78.58833  2
 35   7     255.24791      78.56583  3
 35   8     258.11584      78.61111  3
 35   9     257.88791      78.62778  2
 35  10     257.72583      78.68750  2
 35  11     257.56876      78.67361  1
 35  12     257.55750      78.66861  3
 35  13     257.40042      78.65583  2
 35  14     257.37082      78.66139  4
 35  15     257.11584      78.69167  3
 35  16     257.24792      78.61166  2
 35  17     257.07751      78.64972  2
 35  18     256.88126      78.68833  2
 35  19     256.70749      78.62305  2
 35  20     256.69125      78.69305  2
 35  21     256.45459      78.66666  1
 35  22     256.44540      78.68166  1
 35  23     256.34915      78.62722  2
 35  24     256.27335      78.67722  2
 35  25     256.25458      78.66528  1
 35  26     256.06543      78.67111  2
 35  27     255.77333      78.63583  3
 35  28     255.74709      78.64445  2
 35  29     255.17625      78.67861  1
 35  30     255.18292      78.63778  2
 35  31     254.94542      78.62055  2
 35  32     258.26501      78.71611  1
 35  33     258.01041      78.69778  2
 35  34     257.48874      78.70528  2
 35  35     257.44626      78.74889  2
 35  36     257.08124      78.73695  2
 35  37     256.95999      78.73250  2
 35  38     256.90457      78.70750  1
 35  39     256.81000      78.70556  1
 35  40     256.77542      78.74583  2
 35  41     256.69751      78.75667  2
 35  42     256.75168      78.69583  1
 35  43     256.69501      78.75667  2
 35  44     256.62625      78.72334  2
 35  45     256.60626      78.70639  2
 35  46     256.60541      78.69527  1
 35  47     256.59500      78.69639  1
 35  48     256.57709      78.73306  2
 35  49     256.56375      78.70028  1
 35  50     256.49918      78.74361  2
 35  51     256.50000      78.75723  2
 35  52     256.05249      78.75806  3
 35  53     256.00043      78.79611  1
 35  54     255.91875      78.75972  2
 35  55     255.83041      78.74111  2
 35  56     255.82124      78.70500  1
 35  57     254.76541      79.01778  1
 35  58     257.98166      78.83250  3
 35  59     256.92499      78.87055  1
 35  60     256.69751      78.81223  2
 35  61     256.61710      78.86139  2
 35  62     256.56250      78.84917  3
 35  63     256.41876      78.80861  2
 35  64     256.36960      78.83444  2
 35  65     256.29251      78.83667  3
 35  66     256.26041      78.82694  3
 35  67     256.23917      78.83167  1
 35  68     255.93500      78.90056  2
 35  69     255.95833      78.81973  3
 35  70     255.81250      78.86056  3
 35  71     255.80458      78.88111  3
 35  72     254.90625      78.85722  3
 35  73     254.70459      78.84722  2
 35  74     258.02832      78.93528  3
 35  75     257.97375      78.89889  2
 35  76     257.54709      78.95000  2
 35  77     257.12082      78.91917  3
 35  78     256.62418      78.91556  3
 35  79     256.42667      78.93056  2
 35  80     254.78999      78.99500  3
 35  81     255.87042      79.00723  3
 35  82     255.79500      79.07445  1
 35  83     257.27542      79.17445  2
 35  84     256.05667      79.16194  2
 35  85     256.00751      79.15583  3
 35  86     255.80833      79.13000  2
 35  87     255.61583      79.15806  3
 35  88     254.65416      79.16250  1
 36   1     350.27499      16.15639  1
 36   2     350.24460      16.11500  2
 36   3     350.16791      16.15806  2
 36   4     350.51334      16.25167  3
 36   5     350.45624      16.27778  3
 36   6     350.41708      16.26056  1
 36   7     350.39874      16.26917  2
 36   8     350.27499      16.28944  2
 36   9     350.39417      16.38750  3
 36  10     350.33667      16.37056  3
 36  11     350.44501      16.29917  2
 36  12     350.31375      16.36555  2
 36  13     350.27499      16.38361  2
 36  14     350.17917      16.31528  3
 36  15     350.45374      16.45694  3
 36  16     350.43375      16.46083  2
 36  17     350.35834      16.47445  2
 36  18     350.34750      16.40611  1
 36  19     350.33374      16.42417  2
 36  20     350.32376      16.43194  2
 36  21     350.36584      16.48361  1
 36  22     350.01874      16.43306  2
 36  23     349.91290      16.39861  3
 36  24     350.67917      16.54500  3
 36  25     350.64960      16.49278  3
 36  26     350.50293      16.59278  3
 36  27     350.46918      16.52639  2
 36  28     350.43793      16.51056  3
 36  29     350.39667      16.51750  2
 36  30     350.38583      16.50583  2
 36  31     350.37375      16.54611  1
 36  32     350.36960      16.53695  2
 36  33     350.36667      16.52555  1
 36  34     350.36124      16.50389  1
 36  35     350.32416      16.49389  2
 36  36     350.30292      16.54556  3
 36  37     350.32251      16.57833  2
 36  38     350.24500      16.58861  2
 36  39     350.12708      16.52444  3
 36  40     350.11917      16.55167  2
 36  41     350.03751      16.58722  3
 36  42     350.57083      16.66667  2
 36  43     350.44415      16.65278  2
 36  44     350.39459      16.59556  1
 36  45     350.37082      16.59528  1
 36  46     350.36874      16.59972  1
 36  47     350.34750      16.60556  2
 36  48     350.34167      16.59694  2
 36  49     350.35666      16.64167  2
 36  50     350.33542      16.62278  2
 36  51     350.34250      16.59750  2
 36  52     350.24625      16.63556  3
 36  53     350.21249      16.66945  2
 36  54     350.16959      16.63861  3
 36  55     350.14166      16.61306  2
 36  56     350.11459      16.60278  3
 36  57     350.70584      16.74556  2
 36  58     350.46667      16.77417  2
 36  59     350.35208      16.70167  3
 36  60     350.08041      16.72750  3
 36  61     349.96707      16.74111  3
 36  62     350.22665      16.75083  1
