 cls ig      ra           dec       ty 
 36  63     350.55334      16.85972  1
 36  64     350.50916      16.83139  3
 36  65     350.42749      16.82778  2
 36  66     350.41415      16.83750  2
 36  67     350.37000      16.89500  3
 36  68     350.35916      16.88583  3
 36  69     350.03333      16.80639  1
 36  70     350.12125      16.89278  2
 36  71     350.20041      16.95306  3
 36  72     350.43832      16.99028  3
 37   1     354.07458      26.31972  3
 37   2     354.01291      26.27972  2
 37   3     353.99625      26.32083  3
 37   4     353.92084      26.29306  3
 37   5     353.89209      26.32055  3
 37   6     353.87418      26.30333  3
 37   7     353.91666      26.34222  3
 37   8     354.31293      26.41083  2
 37   9     354.16125      26.41639  3
 37  10     354.18332      26.34500  2
 37  11     354.14874      26.35583  3
 37  12     353.80585      26.43417  3
 37  13     353.73041      26.43583  3
 37  14     353.73499      26.35556  2
 37  15     353.95209      26.43583  1
 37  16     354.39084      26.53917  3
 37  17     354.20541      26.47500  2
 37  18     354.07916      26.51972  2
 37  19     354.04709      26.49750  3
 37  20     353.98209      26.44555  2
 37  21     353.89124      26.49250  3
 37  22     353.81543      26.50639  3
 37  23     353.77832      26.54222  1
 37  24     353.76791      26.53833  3
 37  25     353.74582      26.48917  3
 37  26     353.73459      26.47445  3
 37  27     353.64667      26.53639  4
 37  28     354.42917      26.58278  3
 37  29     354.42126      26.63028  1
 37  30     354.40625      26.62250  3
 37  31     354.36459      26.55750  2
 37  32     354.26376      26.61778  3
 37  33     354.19376      26.56722  3
 37  34     354.14874      26.61111  2
 37  35     354.16376      26.56889  2
 37  36     354.05667      26.57444  2
 37  37     354.00458      26.63278  2
 37  38     353.94791      26.60972  1
 37  39     353.93958      26.59083  3
 37  40     353.94501      26.54083  2
 37  41     353.85291      26.62056  3
 37  42     353.75250      26.56139  2
 37  43     353.70541      26.60083  2
 37  44     353.67584      26.62667  1
 37  45     353.53418      26.63250  2
 37  46     353.44708      26.56167  2
 37  47     354.34833      26.68250  3
 37  48     354.32709      26.71445  1
 37  49     354.19376      26.68778  3
 37  50     354.14874      26.73333  2
 37  51     354.12625      26.68250  3
 37  52     354.10583      26.67306  2
 37  53     354.08249      26.73917  3
 37  54     354.08875      26.66278  2
 37  55     354.03207      26.73417  1
 37  56     354.01416      26.70167  2
 37  57     353.99249      26.70139  1
 37  58     353.98376      26.70778  2
 37  59     353.94250      26.65083  3
 37  60     353.92917      26.69111  2
 37  61     353.81418      26.70361  2
 37  62     353.66083      26.69056  2
 37  63     353.69626      26.74583  3
 37  64     353.43417      26.71278  2
 37  65     354.47333      26.76056  2
 37  66     354.24792      26.75639  2
 37  67     354.17001      26.83889  3
 37  68     354.13083      26.82055  1
 37  69     354.09543      26.76805  2
 37  70     354.09457      26.79528  2
 37  71     354.07541      26.84694  2
 37  72     354.04959      26.76472  3
 37  73     354.04541      26.84222  2
 37  74     354.02249      26.75333  2
 37  75     354.00876      26.75750  1
 37  76     353.99292      26.75861  1
 37  77     353.99210      26.75417  1
 37  78     353.98459      26.81389  2
 37  79     353.95749      26.77417  2
 37  80     353.94791      26.75917  1
 37  81     353.91541      26.75444  2
 37  82     353.85291      26.82444  3
 37  83     353.85501      26.79250  1
 37  84     353.84418      26.81111  2
 37  85     353.80292      26.77389  3
 37  86     353.73334      26.78917  2
 37  87     353.72876      26.79500  3
 37  88     353.72583      26.77444  3
 37  89     353.63040      26.78528  3
 37  90     353.48709      26.76167  3
 37  91     354.46832      26.90889  2
 37  92     354.39374      26.91278  2
 37  93     354.38416      26.89000  2
 37  94     354.38876      26.85695  2
 37  95     354.37418      26.85722  1
 37  96     354.27750      26.87056  2
 37  97     354.26166      26.88806  3
 37  98     354.17084      26.88278  3
 37  99     354.14874      26.92889  2
 37 100     354.14209      26.93111  1
 37 101     354.12833      26.93944  3
 37 102     354.10458      26.88389  2
 37 103     354.07959      26.93722  3
 37 104     354.06293      26.89583  2
 37 105     354.05334      26.93778  2
 37 106     354.04459      26.93778  2
 37 107     353.96500      26.88056  1
 37 108     353.96582      26.93111  2
 37 109     353.91165      26.92556  3
 37 110     353.88000      26.92472  1
 37 111     353.85376      26.90944  2
 37 112     353.70459      26.86861  1
 37 113     353.47168      26.94500  3
 37 114     354.23917      27.02056  2
 37 115     354.20126      26.96833  3
 37 116     354.16000      27.03167  3
 37 117     354.12750      27.02306  2
 37 118     354.11667      26.97861  2
 37 119     354.08249      26.99028  1
 37 120     353.96625      27.02000  3
 37 121     353.95792      27.02750  3
 37 122     353.86249      26.98806  3
 37 123     353.60876      27.02833  3
 37 124     353.54916      27.01444  3
 37 125     353.53500      27.03028  2
 37 126     353.55167      26.95278  1
 37 127     354.32709      27.10111  2
 37 128     354.02249      27.07333  1
 37 129     354.00333      27.07500  3
 37 130     353.92960      27.13722  2
 37 131     353.86792      27.10361  3
 37 132     354.26251      27.05528  2
 38   1     355.95209       8.60806  3
 38   2     355.86624       8.59667  3
 38   3     355.82751       8.54139  2
 38   4     355.53751       8.54500  3
 38   5     355.49957       8.55333  3
 38   6     355.42584       8.57306  3
 38   7     355.37167       8.55889  3
 38   8     355.98834       8.68444  2
 38   9     355.97876       8.66639  3
 38  10     355.97125       8.72389  2
 38  11     355.85834       8.68000  3
 38  12     355.59000       8.66833  2
 38  13     355.47000       8.63667  2
 38  14     355.45834       8.69583  2
 38  15     355.28876       8.71444  1
 38  16     355.68918       8.71889  3
 38  17     356.04999       8.79333  3
 38  18     355.94415       8.75361  3
 38  19     355.87125       8.74083  3
 38  20     355.82584       8.77611  2
 38  21     355.79126       8.73250  1
 38  22     355.64209       8.73583  3
 38  23     355.65125       8.80917  2
 38  24     355.64001       8.78278  3
 38  25     355.61960       8.76861  3
 38  26     355.60126       8.81472  3
 38  27     355.54959       8.76750  3
 38  28     355.55499       8.82722  1
 38  29     355.48959       8.82833  1
 38  30     355.45917       8.78278  2
 38  31     355.43042       8.77194  1
 38  32     355.42874       8.73250  2
 38  33     355.29666       8.74917  2
 38  34     355.23499       8.78806  3
 38  35     355.22833       8.78417  3
 38  36     355.23083       8.74028  3
 38  37     355.28583       8.80972  3
 38  38     355.87418       8.91278  3
 38  39     355.62250       8.89694  2
 38  40     355.61249       8.91667  2
 38  41     355.60001       8.92611  3
 38  42     355.60126       8.91556  2
 38  43     355.59750       8.85389  2
 38  44     355.53708       8.90583  2
 38  45     355.52249       8.89250  2
 38  46     355.51041       8.92639  2
 38  47     355.50790       8.86833  2
 38  48     355.49210       8.85444  2
 38  49     355.47208       8.83944  3
 38  50     355.47208       8.88444  3
 38  51     355.46417       8.88750  1
 38  52     355.42542       8.85972  3
 38  53     355.31958       8.87083  3
 38  54     355.23541       8.86083  3
 38  55     355.23499       8.87333  2
 38  56     355.27667       8.86667  2
 38  57     355.49957       8.91472  2
 38  58     355.49667       8.91611  2
 38  59     355.91583       9.02333  3
 38  60     355.89792       8.96528  3
 38  61     355.85666       8.99139  2
 38  62     355.78082       8.95972  3
 38  63     355.74210       8.93556  2
 38  64     355.68375       8.99472  1
 38  65     355.67499       8.92917  2
 38  66     355.66333       9.00306  2
 38  67     355.61749       8.93528  1
 38  68     355.55292       8.98306  2
 38  69     355.54959       8.95056  2
 38  70     355.54501       8.93861  1
 38  71     355.48792       8.98778  2
 38  72     355.47791       8.98889  1
 38  73     355.35458       8.99556  2
 38  74     355.32916       8.97306  3
 38  75     356.06500       9.06000  3
 38  76     355.88791       9.09806  2
 38  77     355.70541       9.07167  3
 38  78     355.49335       9.05750  2
 38  79     355.26624       9.06389  3
 38  80     355.19168       9.05639  1
 38  81     356.00293       9.17222  3
 38  82     355.57126       9.17889  3
 38  83     355.72043       9.27500  2
 38  84     355.58499       9.26500  1
 39   1       0.59542     -51.60722  3
 39   2       0.15417     -51.61806  1
 39   3       1.66667     -51.46167  2
 39   4       1.30708     -51.51194  2
 39   5       1.29625     -51.46944  3
 39   6       0.42208     -51.50195  2
 39   7     359.84500     -51.48833  1
 39   8       1.08000     -51.43472  2
 39   9       0.64167     -51.43945  2
 39  10       1.06792     -51.38139  2
 39  11       0.24292     -51.21472  3
 39  12       1.11167     -51.11639  3
 39  13       0.87208     -51.09750  1
 39  14       0.64833     -51.10000  1
 39  15       0.63458     -51.11361  3
 39  16       0.61333     -51.10056  3
 39  17       0.38667     -51.12278  1
 39  18     359.80167     -51.12556  1
 39  19       0.74125     -51.08833  3
 39  20       0.74792     -51.04639  3
 39  21       0.32750     -51.04500  3
 39  22       0.13375     -51.05583  1
 39  23     359.67249     -51.07195  2
 39  24       0.91083     -50.97722  3
 39  25       0.91292     -50.98139  2
 39  26       0.33833     -51.01333  1
 39  27       1.36958     -50.92056  3
 39  28       1.17125     -50.96889  2
 39  29       1.16208     -50.91195  2
 39  30       1.09750     -50.95945  2
 39  31       0.92708     -50.93083  2
 39  32       0.90958     -50.91861  2
 39  33       0.90208     -50.92528  2
 39  34       0.82208     -50.93694  1
 39  35       0.74667     -50.93889  2
 39  36       0.42583     -50.92389  3
 39  37       1.09542     -50.93972  2
 39  38       1.53750     -50.89750  3
 39  39       0.73042     -50.86055  1
 39  40       0.48208     -50.89833  3
 39  41     359.64960     -50.86361  3
 39  42       1.10750     -50.80778  1
 39  43       1.00833     -50.79778  2
 39  44       0.88500     -50.82278  3
 39  45       0.97083     -50.76611  2
 39  46       0.52500     -50.73306  1
 39  47     359.82709     -50.75555  3
 39  48       1.35792     -50.71861  3
 39  49       1.09125     -50.71417  3
 39  50       1.08708     -50.69305  1
 39  51       1.01458     -50.66945  2
 39  52       1.09167     -50.64500  2
 39  53       0.66125     -50.62667  1
 39  54       0.75625     -50.60139  2
 39  55       0.75750     -50.58222  1
 39  56       0.73667     -50.54833  3
 39  57       0.43625     -50.55722  3
 39  58     359.64124     -50.54222  1
 39  59       1.85458     -50.51972  2
 39  60       0.60625     -50.49111  1
 39  61       1.22458     -50.46250  3
 39  62       1.32958     -50.43583  1
 39  63       0.96083     -50.44500  3
 39  64       0.08500     -50.44611  2
 39  65       1.37292     -50.39806  3
 39  66       0.79542     -50.39305  2
 39  67       0.52000     -50.37667  4
 39  68       0.20042     -50.35806  2
 39  69       0.47583     -50.35889  2
 39  70       1.77125     -50.22805  3
 39  71       1.76000     -50.21611  1
 39  72       0.34250     -50.22333  2
 39  73       0.35458     -50.19750  1
 39  74       1.57750     -50.17861  3
 39  75       1.44500     -50.14778  3
 39  76       1.14458     -50.15389  3
 39  77       1.13708     -50.15055  3
 39  78       0.33292     -50.14778  2
 39  79       0.16833     -50.15472  3
 39  80       1.12875     -51.46222  2
 40   1      15.88750     -47.72278  2
 40   2      15.87250     -47.66139  3
 40   3      14.96250     -47.67278  2
 40   4      16.74792     -47.62111  2
 40   5      16.13042     -47.60556  3
 40   6      15.92000     -47.63945  3
 40   7      15.77667     -47.46917  3
 40   8      16.66417     -47.41306  3
 40   9      15.14167     -47.45500  2
 40  10      16.54083     -47.36639  3
 40  11      16.49375     -47.40306  3
 40  12      16.46250     -47.38917  2
 40  13      16.26750     -47.39861  2
 40  14      15.88167     -47.39333  3
 40  15      15.33708     -47.37167  1
 40  16      16.83875     -47.31583  1
 40  17      16.52333     -47.33917  3
 40  18      16.24083     -47.33306  1
 40  19      16.22458     -47.32278  2
 40  20      15.85000     -47.33972  3
 40  21      15.31958     -47.29222  3
 40  22      15.05042     -47.32667  3
 40  23      16.92750     -47.25806  3
 40  24      16.29542     -47.26028  3
 40  25      16.02500     -47.27195  3
 40  26      15.66833     -47.26750  1
 40  27      15.61458     -47.22528  2
