 logrho,rho,tipo
  0.711957514     ,   5.15178251     ,           2
  0.711957514     ,   5.15178251     ,           1
   1.33520925     ,   21.6376095     ,           1
   1.49011147     ,   30.9108887     ,           1
   1.43211937     ,   27.0470200     ,           1
   1.25602782     ,   18.0313339     ,           1
   1.43211937     ,   27.0470200     ,           1
   1.43211937     ,   27.0470200     ,           1
   1.33520925     ,   21.6376095     ,           3
  0.830057621     ,   6.76172638     ,           3
  0.778904796     ,   6.01041937     ,           3
  0.691753924     ,   4.91760826     ,           1
  0.755423486     ,   5.69407892     ,           3
  0.437576711     ,   2.73890328     ,           1
   1.01298916     ,   10.3036032     ,           3
   1.25602782     ,   18.0313339     ,           1
   1.46014822     ,   28.8501587     ,           3
   1.73314977     ,   54.0940819     ,           2
   1.06803703     ,   11.6959906     ,           3
  0.937268019     ,   8.65501881     ,           3
  0.791139185     ,   6.18214512     ,           2
  0.343976349     ,   2.20788455     ,           2
   1.22126567     ,   16.6443043     ,           1
   1.15911770     ,   14.4250612     ,           3
  0.920234680     ,   8.32213306     ,           3
  0.920234680     ,   8.32213306     ,           3
  0.872809887     ,   7.46122026     ,           2
  0.937268019     ,   8.65501881     ,           3
  0.872809887     ,   7.46122026     ,           2
  0.843845963     ,   6.97984791     ,           3
  0.810162663     ,   6.45896101     ,           2
  0.711957514     ,   5.15178251     ,           2
  0.619202673     ,   4.16104746     ,           2
  0.645010173     ,   4.41580820     ,           3
  0.410924256     ,   2.57587194     ,           3
  0.895875216     ,   7.86819696     ,           1
  0.872809887     ,   7.46122026     ,           2
  0.706817806     ,   5.09117270     ,           1
  0.623398721     ,   4.20144558     ,           2
  0.755423486     ,   5.69407892     ,           2
  0.903844237     ,   8.01390553     ,           3
  0.535864711     ,   3.43450928     ,           1
  0.767005444     ,   5.84797430     ,           3
  0.928667903     ,   8.48531342     ,           1
  0.339567125     ,   2.18558216     ,           3
  0.502695858     ,   3.18196845     ,           3
  0.539325237     ,   3.46198535     ,           3
   1.03417850     ,   10.8187857     ,           2
   1.03417850     ,   10.8187857     ,           2
  0.954996884     ,   9.01564693     ,           2
  0.992785752     ,   9.83525753     ,           1
  0.836897135     ,   6.86905670     ,           2
  0.711957514     ,   5.15178251     ,           1
  0.992785752     ,   9.83525753     ,           1
   1.25602782     ,   18.0313339     ,           3
   1.29381657     ,   19.6705513     ,           3
  0.830057621     ,   6.76172638     ,           2
  0.483946145     ,   3.04751706     ,           2
  0.443109334     ,   2.77401853     ,           2
  0.380960584     ,   2.40414453     ,           1
  0.564353466     ,   3.66735911     ,           3
  0.681994081     ,   4.80832815     ,           1
  0.858086526     ,   7.21251154     ,           2
  0.903844237     ,   8.01390553     ,           1
   1.07993615     ,   12.0208759     ,           3
   1.07993615     ,   12.0208759     ,           1
  0.964140356     ,   9.20747089     ,           3
  0.371414989     ,   2.35187912     ,           2
  0.465972632     ,   2.92396808     ,           3
  0.571777582     ,   3.73059011     ,           1
  0.911962032     ,   8.16510963     ,           1
  0.946042061     ,   8.83165455     ,           1
  0.872809887     ,   7.46122026     ,           1
  0.903844237     ,   8.01390553     ,           2
   1.01298916     ,   10.3036032     ,           1
  0.496355683     ,   3.13585281     ,           2
  0.830057621     ,   6.76172638     ,           2
  0.903844237     ,   8.01390553     ,           3
  0.865385771     ,   7.33475733     ,           2
  0.858086526     ,   7.21251154     ,           1
  0.564353466     ,   3.66735911     ,           2
  0.515661001     ,   3.27839279     ,           3
  0.252415299     ,   1.78819668     ,           1
   1.10475981     ,   12.7279882     ,           1
   1.10475981     ,   12.7279882     ,           2
   1.22126567     ,   16.6443043     ,           1
   1.15911770     ,   14.4250612     ,           2
   1.01298916     ,   10.3036032     ,           2
  0.983025789     ,   9.61669350     ,           1
  0.872809887     ,   7.46122026     ,           2
  0.471881449     ,   2.96402216     ,           3
  0.460143059     ,   2.88498163     ,           3
  0.400704980     ,   2.51596713     ,           2
  0.903844237     ,   8.01390553     ,           2
   1.40579057     ,   25.4560242     ,           2
   1.15911770     ,   14.4250612     ,           1
   1.38096690     ,   24.0417919     ,           1
   1.22126567     ,   16.6443043     ,           2
   1.10475981     ,   12.7279882     ,           3
  0.385813147     ,   2.43115783     ,           2
  0.872809887     ,   7.46122026     ,           3
   1.10475981     ,   12.7279882     ,           2
   1.15911770     ,   14.4250612     ,           1
   1.15911770     ,   14.4250612     ,           1
   1.07993615     ,   12.0208759     ,           3
  0.858086526     ,   7.21251154     ,           2
  0.421389908     ,   2.63869929     ,           3
   8.96836668E-02 ,   1.22937298     ,           3
  0.107310258     ,   1.28029561     ,           2
  0.107310258     ,   1.28029561     ,           3
  0.983025789     ,   9.61669350     ,           1
   1.01298916     ,   10.3036032     ,           2
  0.755423486     ,   5.69407892     ,           1
  0.691753924     ,   4.91760826     ,           2
  0.619202673     ,   4.16104746     ,           4
  0.408346683     ,   2.56062913     ,           1
  0.416125566     ,   2.60690713     ,           1
  0.493219823     ,   3.11329174     ,           2
  0.465972632     ,   2.92396808     ,           1
  0.463047892     ,   2.90434289     ,           2
  0.306945384     ,   2.02742767     ,           3
  0.322958380     ,   2.10357690     ,           3
  0.818834722     ,   6.58923054     ,           2
  0.831799746     ,   6.78890562     ,           2
  0.988586605     ,   9.74062061     ,           2
  0.887916088     ,   7.72531271     ,           1
  0.634308934     ,   4.30832958     ,           1
  0.530767202     ,   3.39443278     ,           2
  0.150274783     ,   1.41343153     ,           3
  0.776282072     ,   5.97423220     ,           2
  0.831799746     ,   6.78890562     ,           1
  0.998131990     ,   9.95707989     ,           1
   1.04928470     ,   11.2017193     ,           3
  0.970103145     ,   9.33475971     ,           3
 -0.266716242     ,  0.541107774     ,           2
 -0.267764062     ,  0.539803803     ,           3
  0.590644002     ,   3.89622450     ,           3
  0.617918372     ,   4.14876032     ,           1
  0.617918372     ,   4.14876032     ,           1
  0.782111645     ,   6.05496550     ,           1
  0.988586605     ,   9.74062061     ,           3
  0.572160482     ,   3.73388076     ,           3
  0.642742097     ,   4.39280701     ,           1
  0.852003336     ,   7.11218977     ,           3
  0.918950498     ,   8.29756165     ,           1
  0.970103145     ,   9.33475971     ,           3
   1.01787615     ,   10.4202013     ,           1
  0.873192668     ,   7.46780062     ,           2
  0.794010997     ,   6.22315979     ,           1
  0.818834722     ,   6.58923054     ,           1
   1.00789189     ,   10.1833792     ,           2
  0.575794756     ,   3.76525807     ,           2
  0.550970912     ,   3.55607486     ,           3
   1.17422390     ,   14.9356422     ,           1
   1.11986601     ,   13.1785002     ,           1
   1.04928470     ,   11.2017193     ,           3
   1.00789189     ,   10.1833792     ,           1
   1.17422390     ,   14.9356422     ,           3
   1.18894720     ,   15.4506655     ,           3
   1.04928470     ,   11.2017193     ,           1
   1.07156122     ,   11.7912865     ,           2
  0.970103145     ,   9.33475971     ,           2
  0.486987770     ,   3.06893539     ,           2
   1.00789189     ,   10.1833792     ,           3
   1.35031557     ,   22.4034843     ,           1
   1.23637187     ,   17.2334366     ,           2
  0.988586605     ,   9.74062061     ,           2
   1.02809536     ,   10.6683044     ,           3
  0.759248614     ,   5.74445200     ,           2
  0.647020936     ,   4.43630028     ,           2
   1.09504235     ,   12.4463587     ,           3
   1.09504235     ,   12.4463587     ,           1
   1.27113414     ,   18.6695614     ,           1
   1.17422390     ,   14.9356422     ,           2
   1.27113414     ,   18.6695614     ,           2
   1.27113414     ,   18.6695614     ,           1
   1.37259197     ,   23.5826168     ,           3
   1.23637187     ,   17.2334366     ,           3
   1.23637187     ,   17.2334366     ,           3
   1.11986601     ,   13.1785002     ,           2
  0.831799746     ,   6.78890562     ,           1
  0.748253167     ,   5.60084009     ,           1
   1.07156122     ,   11.7912865     ,           1
   1.02809536     ,   10.6683044     ,           3
   1.14619505     ,   14.0021610     ,           1
   1.04928470     ,   11.2017193     ,           2
  -7.62156844E-02 ,  0.839043200     ,           1
   1.47525442     ,   29.8713226     ,           1
   1.57216454     ,   37.3391647     ,           1
   1.28961742     ,   19.4812794     ,           2
   1.30892277     ,   20.3667984     ,           3
   1.14619505     ,   14.0021610     ,           3
  0.903156161     ,   8.00121880     ,           2
   1.17422390     ,   14.9356422     ,           3
  0.988586605     ,   9.74062061     ,           3
  0.579459667     ,   3.79716635     ,           2
  0.759248614     ,   5.74445200     ,           1
  0.880491972     ,   7.59437418     ,           3
   1.42089677     ,   26.3570499     ,           1
   1.47525442     ,   29.8713226     ,           1
   1.44722569     ,   28.0043602     ,           2
   1.44722569     ,   28.0043602     ,           1
   1.57216454     ,   37.3391647     ,           1
   1.65134597     ,   44.8070107     ,           1
   1.74825597     ,   56.0087624     ,           2
   1.65134597     ,   44.8070107     ,           1
   1.80624795     ,   64.0100174     ,           2
   1.74825597     ,   56.0087624     ,           1
   1.74825597     ,   56.0087624     ,           2
   1.74825597     ,   56.0087624     ,           2
   2.04928613     ,   112.017578     ,           1
   1.65134597     ,   44.8070107     ,           1
   1.65134597     ,   44.8070107     ,           1
   1.65134597     ,   44.8070107     ,           1
   1.57216454     ,   37.3391647     ,           2
  0.431231737     ,   2.69917941     ,           3
  0.475249171     ,   2.98709607     ,           1
  0.866014063     ,   7.34537649     ,           1
  0.651342452     ,   4.48066473     ,           3
  0.988586605     ,   9.74062061     ,           2
   1.13283110     ,   13.5778522     ,           2
  0.970103145     ,   9.33475971     ,           3
   1.39607310     ,   24.8927631     ,           2
   1.74825597     ,   56.0087624     ,           1
   1.50521779     ,   32.0049934     ,           2
   1.50521779     ,   32.0049934     ,           3
   1.44722569     ,   28.0043602     ,           2
   1.65134597     ,   44.8070107     ,           3
   1.65134597     ,   44.8070107     ,           1
   1.69710338     ,   49.7855644     ,           2
   1.74825597     ,   56.0087624     ,           1
   1.87319481     ,   74.6783676     ,           2
   1.87319481     ,   74.6783676     ,           2
   1.80624795     ,   64.0100174     ,           3
   1.87319481     ,   74.6783676     ,           2
   1.74825597     ,   56.0087624     ,           2
   1.60995317     ,   40.7336388     ,           1
   1.27113414     ,   18.6695614     ,           2
   1.44722569     ,   28.0043602     ,           2
  0.461008549     ,   2.89073682     ,           1
  0.682859659     ,   4.81792068     ,           3
  0.706860185     ,   5.09166908     ,           1
  0.721924067     ,   5.27137661     ,           1
   1.07156122     ,   11.7912865     ,           3
   1.30892277     ,   20.3667984     ,           1
   1.39607310     ,   24.8927631     ,           1
   1.57216454     ,   37.3391647     ,           1
   1.53740227     ,   34.4669075     ,           1
   1.57216454     ,   37.3391647     ,           2
   1.39607310     ,   24.8927631     ,           2
   1.65134597     ,   44.8070107     ,           3
   1.57216454     ,   37.3391647     ,           3
   1.35031557     ,   22.4034843     ,           1
   1.17422390     ,   14.9356422     ,           3
   1.17422390     ,   14.9356422     ,           2
   1.10727692     ,   12.8019724     ,           2
   1.02809536     ,   10.6683044     ,           2
  0.831799746     ,   6.78890562     ,           1
  0.339584529     ,   2.18566966     ,           1
   1.08314323     ,   12.1099749     ,           4
   1.07156122     ,   11.7912865     ,           3
   1.20418715     ,   16.0024757     ,           3
   1.50521779     ,   32.0049934     ,           2
   1.57216454     ,   37.3391647     ,           2
   1.50521779     ,   32.0049934     ,           1
   1.74825597     ,   56.0087624     ,           3
   1.65134597     ,   44.8070107     ,           2
   1.57216454     ,   37.3391647     ,           1
   1.28961742     ,   19.4812794     ,           3
  0.511461854     ,   3.24684739     ,           2
  0.511461854     ,   3.24684739     ,           3
  0.903156161     ,   8.00121880     ,           3
   1.09504235     ,   12.4463587     ,           2
   1.30892277     ,   20.3667984     ,           3
   1.27113414     ,   18.6695614     ,           3
   1.44722569     ,   28.0043602     ,           2
   1.39607310     ,   24.8927631     ,           1
  0.918950498     ,   8.29756165     ,           3
   1.00789189     ,   10.1833792     ,           3
   1.23637187     ,   17.2334366     ,           3
   1.11986601     ,   13.1785002     ,           2
   1.08314323     ,   12.1099749     ,           1
   1.07156122     ,   11.7912865     ,           2
  0.979246616     ,   9.53337383     ,           3
  0.961148322     ,   9.14425468     ,           2
  0.759248614     ,   5.74445200     ,           3
  0.887916088     ,   7.72531271     ,           1
  0.782111645     ,   6.05496550     ,           2
  0.732264876     ,   5.39839792     ,           2
  0.692301393     ,   4.92381096     ,           3
  0.379497409     ,   2.39605856     ,           2
  0.638504982     ,   4.35015774     ,           3
  0.586883783     ,   3.86263561     ,           3
  0.706860185     ,   5.09166908     ,           3
  0.278425097     ,   1.89856339     ,           3
  0.547537625     ,   3.52807355     ,           2
  0.692301393     ,   4.92381096     ,           1
  0.461008549     ,   2.89073682     ,           3
  0.337471008     ,   2.17505884     ,           3
  0.540751576     ,   3.47337389     ,           3
  0.527489543     ,   3.36891079     ,           3
  0.447220087     ,   2.80040002     ,           3
  0.285849333     ,   1.93129814     ,           1
  0.372585267     ,   2.35822511     ,           3
  0.256884992     ,   1.80669558     ,           3
 -0.270892501     ,  0.535929322     ,           2
   6.47440106E-02 ,   1.16076422     ,           2
  -3.88687998E-02 ,  0.914389431     ,           3
  0.113513738     ,   1.29871464     ,           2
 -0.282680184     ,  0.521578670     ,           3
  -8.58770870E-03 ,  0.980420291     ,           3
   6.70001134E-02 ,   1.16680992     ,           3
  -7.78393224E-02 ,  0.835912228     ,           3
 -0.103788085     ,  0.787429929     ,           1
   1.08479392E-02 ,   1.02529287     ,           2
 -0.172805533     ,  0.671729565     ,           1
  0.927658021     ,   8.46560574     ,           3
   1.09795654     ,   12.5301561     ,           2
   1.08834040     ,   12.2557640     ,           2
  0.777886271     ,   5.99633980     ,           2
  0.876097441     ,   7.51791477     ,           3
  0.932797968     ,   8.56639290     ,           3
   1.16815877     ,   14.7285061     ,           3
   1.03942227     ,   10.9502068     ,           3
   1.36573005     ,   23.2129326     ,           2
   1.27567649     ,   18.8658524     ,           3
   1.08413386     ,   12.1376305     ,           2
   1.01913238     ,   10.4503870     ,           3
   1.38204372     ,   24.1014805     ,           3
   1.47947514     ,   30.1630440     ,           3
   1.45667863     ,   28.6205940     ,           3
   1.25658309     ,   18.0544014     ,           3
   1.74795210     ,   55.9695892     ,           2
   1.45667863     ,   28.6205940     ,           2
   1.71096826     ,   51.4006081     ,           2
   1.65297580     ,   44.9754791     ,           2
   1.52900600     ,   33.8069534     ,           3
   1.25658309     ,   18.0544014     ,           3
   1.58161902     ,   38.1609383     ,           3
   1.25348091     ,   17.9258976     ,           1
   1.40116048     ,   25.1860714     ,           3
   1.32927692     ,   21.3440571     ,           3
   1.56865382     ,   37.0385399     ,           3
   1.86968648     ,   74.0775375     ,           2
   1.26921833     ,   18.5873871     ,           3
   1.39469421     ,   24.8138561     ,           3
   1.40993440     ,   25.7000751     ,           3
   1.54685664     ,   35.2254524     ,           1
   1.61940813     ,   41.6301613     ,           2
   1.74795210     ,   55.9695892     ,           3
   1.39256012     ,   24.6922169     ,           3
   1.08308864     ,   12.1084538     ,           2
   1.37381017     ,   23.6488590     ,           2
   1.36773598     ,   23.3203964     ,           2
   1.11447215     ,   13.0158377     ,           3
   1.35583663     ,   22.6901093     ,           3
   1.27567649     ,   18.8658524     ,           2
   1.03008211     ,   10.7172184     ,           3
   1.04131484     ,   10.9980288     ,           3
   1.30251467     ,   20.0684891     ,           3
   1.05577719     ,   11.3704367     ,           3
   1.31479883     ,   20.6442356     ,           2
   1.19432974     ,   15.6433496     ,           3
   1.03753817     ,   10.9028034     ,           3
   1.19298315     ,   15.5949173     ,           3
   1.29056847     ,   19.5239830     ,           3
   1.38832295     ,   24.4524822     ,           3
   1.41663325     ,   26.0995655     ,           3
   1.30424845     ,   20.1487656     ,           3
  0.818506956     ,   6.58425951     ,           2
   1.15073431     ,   14.1492786     ,           2
   1.35976684     ,   22.8963833     ,           3
   1.35000694     ,   22.3875713     ,           2
   1.24886882     ,   17.7365360     ,           3
   1.16815877     ,   14.7285061     ,           2
  0.912593484     ,   8.17699051     ,           3
  0.964189589     ,   9.20851517     ,           3
  0.842431545     ,   6.95715237     ,           3
  0.995460629     ,   9.89602184     ,           3
   1.19164050     ,   15.5467825     ,           3
   1.30078781     ,   19.9888477     ,           3
   1.18235731     ,   15.2179909     ,           2
   1.26921833     ,   18.5873871     ,           3
  0.219837412     ,   1.65896571     ,           3
   3.38646173E-02 ,   1.08109689     ,           3
  0.408598423     ,   2.56211376     ,           1
  0.277594268     ,   1.89493477     ,           3
  0.632169008     ,   4.28715324     ,           1
  0.219837412     ,   1.65896571     ,           2
  0.421641648     ,   2.64022923     ,           2
  0.803984046     ,   6.36772108     ,           2
  0.750001550     ,   5.62343311     ,           2
  0.478124619     ,   3.00693893     ,           3
   6.53429553E-02 ,   1.16236615     ,           1
  0.904100299     ,   8.01863194     ,           4
   1.09867656     ,   12.5509481     ,           2
   1.08019292     ,   12.0279865     ,           2
  0.658767283     ,   4.55792618     ,           3
   1.02371120     ,   10.5611506     ,           3
   1.22152293     ,   16.6541672     ,           3
   1.17409801     ,   14.9313145     ,           1
   1.18933809     ,   15.4645777     ,           3
  0.627890110     ,   4.24512148     ,           2
   1.22152293     ,   16.6541672     ,           2
  0.522544801     ,   3.33077121     ,           2
  0.844101727     ,   6.98396015     ,           2
   1.52255392     ,   33.3084068     ,           1
   1.76143646     ,   57.7346306     ,           2
   1.82358432     ,   66.6168823     ,           3
   1.89613521     ,   78.7290802     ,           2
   2.03443789     ,   108.252510     ,           2
   1.73340762     ,   54.1262093     ,           2
   1.85834658     ,   72.1683121     ,           3
   1.68225503     ,   48.1121826     ,           1
   1.79139972     ,   61.8585472     ,           2
   1.38122427     ,   24.0560493     ,           2
   1.15937471     ,   14.4336014     ,           2
  0.499766976     ,   3.16058135     ,           2
  0.328986526     ,   2.13297868     ,           1
  0.412470460     ,   2.58505893     ,           2
  0.496608436     ,   3.13767838     ,           3
   1.61530805     ,   41.2389984     ,           3
   1.82358432     ,   66.6168823     ,           3
   1.85834658     ,   72.1683121     ,           3
   1.93752789     ,   86.6019821     ,           3
   1.93752789     ,   86.6019821     ,           2
   1.93752789     ,   86.6019821     ,           1
   1.89613521     ,   78.7290802     ,           1
   1.89613521     ,   78.7290802     ,           1
   1.68225503     ,   48.1121826     ,           2
   1.20513248     ,   16.0373440     ,           3
   1.17409801     ,   14.9313145     ,           3
  0.270992249     ,   1.86634636     ,           2
   1.59510481     ,   39.3645020     ,           1
  0.437828869     ,   2.74049401     ,           1
  0.490359366     ,   3.09285355     ,           3
  0.830313265     ,   6.76570845     ,           1
   1.49036908     ,   30.9292297     ,           4
   1.57579947     ,   37.6529884     ,           2
   1.68225503     ,   48.1121826     ,           3
   1.79139972     ,   61.8585472     ,           1
   1.73340762     ,   54.1262093     ,           3
   1.82358432     ,   66.6168823     ,           1
   1.70707870     ,   50.9423218     ,           2
   1.50616348     ,   32.0747604     ,           3
  0.791394711     ,   6.18578386     ,           1
   1.14513421     ,   13.9679976     ,           1
   1.16667390     ,   14.6782379     ,           1
   1.57579947     ,   37.6529884     ,           1
   1.63649750     ,   43.3009529     ,           2
   1.79139972     ,   61.8585472     ,           1
   1.79139972     ,   61.8585472     ,           2
   1.65877402     ,   45.5799637     ,           3
   1.52255392     ,   33.3084068     ,           3
  0.820251942     ,   6.61076784     ,           3
  0.851163745     ,   7.09845304     ,           2
   1.12461233     ,   13.3233156     ,           2
   1.18933809     ,   15.4645777     ,           1
   1.17409801     ,   14.9313145     ,           1
   1.04543054     ,   11.1027498     ,           1
   1.18933809     ,   15.4645777     ,           3
   2.03443789     ,   108.252510     ,           1
   1.85834658     ,   72.1683121     ,           1
   1.76143646     ,   57.7346306     ,           1
   1.89613521     ,   78.7290802     ,           2
   1.79139972     ,   61.8585472     ,           3
   1.02371120     ,   10.5611506     ,           2
   1.63649750     ,   43.3009529     ,           3
   1.79139972     ,   61.8585472     ,           2
   1.82358432     ,   66.6168823     ,           2
   1.79139972     ,   61.8585472     ,           1
   1.85834658     ,   72.1683121     ,           2
   1.13134575     ,   13.5314960     ,           2
  0.964396715     ,   9.21290779     ,           3
  0.813671410     ,   6.51135588     ,           2
  0.654219627     ,   4.51044750     ,           2
  0.861976743     ,   7.27740812     ,           1
   1.35774314     ,   22.7899399     ,           2
   1.63649750     ,   43.3009529     ,           3
   1.02371120     ,   10.5611506     ,           3
  0.908140242     ,   8.09357262     ,           1
  0.807189226     ,   6.41488981     ,           2
  0.959800899     ,   9.11592865     ,           3
   1.31427729     ,   20.6194630     ,           1
   1.20513248     ,   16.0373440     ,           1
   1.27476871     ,   18.8264599     ,           1
   1.13134575     ,   13.5314960     ,           2
  0.896131337     ,   7.87283802     ,           2
   1.09242737     ,   12.3716440     ,           1
   1.10501671     ,   12.7355194     ,           3
   1.00810599     ,   10.1884012     ,           2
   1.10501671     ,   12.7355194     ,           2
  0.983282268     ,   9.62237453     ,           1
  0.920490861     ,   8.32704353     ,           3
  0.506154001     ,   3.20740652     ,           3
  0.302027673     ,   2.00459981     ,           3
  0.611184120     ,   4.08492517     ,           1
  0.904100299     ,   8.01863194     ,           2
  0.993042111     ,   9.84106541     ,           3
   1.03989804     ,   10.9622087     ,           2
  0.320511788     ,   2.09175968     ,           1
  0.448965609     ,   2.81167817     ,           2
  0.623653054     ,   4.20390654     ,           3
  0.803984046     ,   6.36772108     ,           2
  0.873065710     ,   7.46561670     ,           3
  0.254462510     ,   1.79664600     ,           2
  0.617373765     ,   4.14356136     ,           1
  0.747190475     ,   5.58715200     ,           3
  0.551912546     ,   3.56379318     ,           2
  0.611184120     ,   4.08492517     ,           3
  0.557307720     ,   3.60834169     ,           3
  0.415071070     ,   2.60058498     ,           2
  0.279499233     ,   1.90326476     ,           2
  0.338722348     ,   2.18133497     ,           1
  -8.00519288E-02 ,  0.831664324     ,           3
  0.126588061     ,   1.33840656     ,           3
  0.191624090     ,   1.55461943     ,           3
   1.47834914E-02 ,   1.03462625     ,           3
  0.419082940     ,   2.62471986     ,           3
  0.400677443     ,   2.51580763     ,           4
   2.98654959E-02 ,   1.07118750     ,           2
  -6.18004911E-02 ,  0.867360234     ,           2
  0.320294559     ,   2.09071374     ,           3
  0.499395192     ,   3.15787697     ,           2
  0.542147875     ,   3.48455930     ,           2
  0.335534990     ,   2.16538429     ,           2
  0.649159610     ,   4.45820093     ,           3
  0.692793965     ,   4.92939901     ,           3
  0.725794554     ,   5.31856632     ,           1
  0.537184358     ,   3.44496131     ,           2
  0.963157296     ,   9.18665218     ,           2
  0.600854337     ,   3.98891091     ,           3
  0.542147875     ,   3.48455930     ,           3
  0.649159610     ,   4.45820093     ,           2
  0.809572339     ,   6.45018768     ,           1
  0.901887298     ,   7.97787666     ,           3
  0.950192273     ,   8.91645622     ,           1
   1.05030811     ,   11.2281466     ,           2
  0.490440100     ,   3.09342861     ,           3
   1.18064225     ,   15.1580124     ,           3
   1.30558145     ,   20.2107029     ,           1
   1.40249169     ,   25.2633934     ,           2
   1.30558145     ,   20.2107029     ,           2
   1.33554471     ,   21.6543293     ,           3
   1.55225432     ,   35.6659927     ,           3
   1.33554471     ,   21.6543293     ,           2
   1.11994421     ,   13.1808748     ,           3
   1.15945292     ,   14.4362011     ,           3
  0.753315926     ,   5.66651344     ,           2
   1.08373189     ,   12.1264000     ,           3
   1.33554471     ,   21.6543293     ,           2
   1.48167312     ,   30.3160839     ,           2
   1.42097509     ,   26.3618011     ,           2
   1.44028032     ,   27.5600719     ,           2
   1.57858324     ,   37.8951111     ,           2
   1.52743065     ,   33.6845436     ,           1
   1.70352209     ,   50.5268364     ,           3
   1.55225432     ,   35.6659927     ,           3
   1.48167312     ,   30.3160839     ,           3
   1.52743065     ,   33.6845436     ,           3
   1.50394952     ,   31.9116707     ,           2
   1.48167312     ,   30.3160839     ,           1
   1.42097509     ,   26.3618011     ,           3
   1.57858324     ,   37.8951111     ,           1
   1.25122356     ,   17.8329659     ,           1
   1.23863447     ,   17.3234520     ,           2
  0.562589288     ,   3.65249228     ,           3
   1.06669843     ,   11.6599979     ,           2
   1.63657522     ,   43.3087120     ,           2
   1.70352209     ,   50.5268364     ,           3
   1.87961352     ,   75.7902832     ,           1
   2.00455236     ,   101.053741     ,           1
   1.82846105     ,   67.3691483     ,           2
   1.70352209     ,   50.5268364     ,           1
   1.63657522     ,   43.3087120     ,           1
   1.57858324     ,   37.8951111     ,           3
   1.57858324     ,   37.8951111     ,           3
   1.66875994     ,   46.6401482     ,           2
   1.63657522     ,   43.3087120     ,           1
   1.40249169     ,   25.2633934     ,           2
   1.40249169     ,   25.2633934     ,           3
   1.32030475     ,   20.9076271     ,           2
   1.03451371     ,   10.8271379     ,           3
   1.30558145     ,   20.2107029     ,           2
   1.05030811     ,   11.2281466     ,           2
   1.10146081     ,   12.6316700     ,           1
   1.40249169     ,   25.2633934     ,           2
   1.87961352     ,   75.7902832     ,           2
   1.82846105     ,   67.3691483     ,           1
   1.23863447     ,   17.3234520     ,           3
   1.12948954     ,   13.4737825     ,           3
  0.522625387     ,   3.33138943     ,           2
  0.618345261     ,   4.15284061     ,           3
   1.36772943     ,   23.3200493     ,           2
   1.29134095     ,   19.5587444     ,           2
   1.21450078     ,   16.3870506     ,           3
   1.25122356     ,   17.8329659     ,           3
  0.131408542     ,   1.35334504     ,           2
  0.696339309     ,   4.96980429     ,           3
  0.682328463     ,   4.81203175     ,           3
  0.749275923     ,   5.61404562     ,           3
  0.642819464     ,   4.39358950     ,           3
  0.201764062     ,   1.59134400     ,           3
  0.624335706     ,   4.21051979     ,           3
  0.464632452     ,   2.91495895     ,           1
  0.890606165     ,   7.77331352     ,           2
  0.769862592     ,   5.88657379     ,           3
  0.332443714     ,   2.15002608     ,           3
  0.308476031     ,   2.03458595     ,           2
  0.116167843     ,   1.30667579     ,           3
  0.725794554     ,   5.31856632     ,           2
   1.08373189     ,   12.1264000     ,           2
  0.823658943     ,   6.66283369     ,           1
  0.874215722     ,   7.48541212     ,           1
  0.885073662     ,   7.67491722     ,           2
  0.391759157     ,   2.46467209     ,           1
  0.182805344     ,   1.52336979     ,           2
  -9.46968421E-02 ,  0.804087222     ,           3
  0.420967072     ,   2.63613153     ,           3
  0.990309775     ,   9.77934551     ,           2
  0.937603116     ,   8.66169930     ,           3
  0.774099708     ,   5.94428635     ,           2
   1.01927364     ,   10.4537878     ,           2
  0.191624090     ,   1.55461943     ,           2
  -1.52801657E-02 ,  0.965427876     ,           3
 -0.151322648     ,  0.705793023     ,           3
  0.266817242     ,   1.84849060     ,           2
  0.499395192     ,   3.15787697     ,           3
   7.76762441E-02 ,   1.19584870     ,           3
  0.189402580     ,   1.54668748     ,           2
  0.213995188     ,   1.63679838     ,           2
   8.19266662E-02 ,   1.20760989     ,           3
  0.357269108     ,   2.27650762     ,           3
  0.453767478     ,   2.84293842     ,           3
  0.410299987     ,   2.57217193     ,           3
  0.726646364     ,   5.32900810     ,           2
  0.773922265     ,   5.94185781     ,           4
  0.810134947     ,   6.45854855     ,           3
  0.513844430     ,   3.26470852     ,           3
  0.967745006     ,   9.28421116     ,           3
  0.935075521     ,   8.61143494     ,           3
   1.05792260     ,   11.4267473     ,           3
   1.05792260     ,   11.4267473     ,           2
   1.00307333     ,   10.0710163     ,           3
  0.819680452     ,   6.60207558     ,           2
  0.748615861     ,   5.60551977     ,           3
  0.910601437     ,   8.13956928     ,           3
  0.814881444     ,   6.52952290     ,           3
   1.18846631     ,   15.4335642     ,           2
   1.05792260     ,   11.4267473     ,           3
   1.19989574     ,   15.8451281     ,           2
   1.23610818     ,   17.2229767     ,           3
   1.04153204     ,   11.0035315     ,           2
  0.528403580     ,   3.37600899     ,           2
  0.527171612     ,   3.36644530     ,           1
  0.533367217     ,   3.41481543     ,           2
  0.901767850     ,   7.97568226     ,           3
   1.35068202     ,   22.4223938     ,           3
   1.01049745     ,   10.2446575     ,           3
   1.39371681     ,   24.7580738     ,           3
   1.24244833     ,   17.4762554     ,           2
   1.14045811     ,   13.8184118     ,           3
   1.34256423     ,   22.0071697     ,           2
